elex_district,elex_block,lgd_district,lgd_block_name,lgd_block_code,match_type
Lalitpur,Jakhaura,Lalitpur,Jakhaura,1907,exact
Lalitpur,Mahrauni,Lalitpur,Mehroni,1909,spelling
Lalitpur,Maraawara,Lalitpur,Mandawara,1908,spelling
Lalitpur,Talbehat,Lalitpur,Talbehat,1910,exact
Lalitpur,Virddha,Lalitpur,Birdha,1906,spelling
Lucknow,Chinhat,Lucknow,Chinhat,1912,exact
Lucknow,Gosaiganj,Lucknow,Gosaiganj,1913,exact
Lucknow,Kakori,Lucknow,Kakori,1914,exact
Lucknow,Malihabaad,Lucknow,Malihabad,1916,spelling
Lucknow,Mohanlalganj,Lucknow,Mohanlalganj,1917,exact
Lucknow,Sarojninagar,Lucknow,Sarojaninagar,1918,spelling
Maharajganj,Brajamangnaj,Maharajganj,Bridgemanganj,1926,spelling
Maharajganj,Dhani,Maharajganj,Dhani,1927,exact
Maharajganj,Ferenda,Maharajganj,Pharenda,1936,spelling
Maharajganj,Ghughli,Maharajganj,Ghughli,1928,exact
Maharajganj,Lakshmipur,Maharajganj,Lakshmipur,1929,exact
Maharajganj,Maharajganj Sadar,Maharajganj,Mahrajganj,1930,spelling
Maharajganj,Mithoura,Maharajganj,Mithaura,1931,spelling
Maharajganj,Nautanwa,Maharajganj,Nautanwa,1932,exact
Maharajganj,Nichlaul,Maharajganj,Nichlaul,1933,exact
Maharajganj,Paniyara,Maharajganj,Paniyara,1934,exact
Maharajganj,Partawal,Maharajganj,Partawal,1935,exact
Maharajganj,Siswa Bazar,Maharajganj,Siswa,1937,spelling
Mahoba,Charkhari,Mahoba,Charkhari,1938,exact
Mahoba,Jaitpur,Mahoba,Jaitpur,1939,exact
Mahoba,Kabrai,Mahoba,Kabrai,1940,exact
Mahoba,Panwadi,Mahoba,Panwari,1941,spelling
Mainpuri,Ahir,Mainpuri,Karhal,1946,alt_name
Mainpuri,Barnahal,Mainpuri,Barnahal,1942,exact
Mainpuri,Bebar,Mainpuri,Bewar,1943,spelling
Mainpuri,Ghiror,Mainpuri,Ghiror,1944,exact
Mainpuri,Jagir,Mainpuri,Jageer,1945,spelling
Mainpuri,Karhal,Mainpuri,Karhal,1946,exact
Mainpuri,Kurawli,Mainpuri,Kuraoli,1948,spelling
Mainpuri,Mainpuri,Mainpuri,Mainpuri,1949,exact
Mainpuri,Sultanganj,Mainpuri,Sultanganj,1950,exact
Mau,Baragaon,Mau,Badraon,1961,spelling
Mau,Dohrighat,Mau,Dohri Ghat,1962,spelling
Mau,Ghosi,Mau,Ghosi,1964,exact
Mau,Kopaganj,Mau,Kopaganj,1965,exact
Mau,Muhammadabad,Mau,Mohammadabad Gohana,1966,spelling
Mau,Pardha,Mau,Pardaha,1967,spelling
Mau,Ranipur,Mau,Ranipur,1968,exact
Mau,Ratanpura,Mau,Ratanpura,1969,exact
Meerut,Daurala,Meerut,Daurala,1970,exact
Meerut,Hastinaapur,Meerut,Hastinapur,1971,spelling
Meerut,Jani Khurd,Meerut,Janikhurd,1972,spelling
Meerut,Kharkhauda,Meerut,Kharkhoda,1973,spelling
Meerut,Machhra,Meerut,Machra,1974,spelling
Meerut,Mawana,Meerut,Mawana Kalan,1975,spelling
Meerut,Meerut,Meerut,Meerut,1976,exact
Meerut,Parikshitgarh,Meerut,Parikshitgarh,1977,exact
Meerut,Rajpura,Meerut,Rajpura,1978,exact
Meerut,Rohta,Meerut,Rohta,1979,exact
Meerut,Sardhana,Meerut,Sardhana,1980,exact
Meerut,Sarurpur Khurd,Meerut,Sarurpur Khurd,1981,exact
Mirzapur,Chhaanbe,Mirzapur,Chhanvey,1982,spelling
Mirzapur,Halia,Mirzapur,Hallia,1983,spelling
Mirzapur,Jamalpur,Mirzapur,Jamalpur,1984,exact
Mirzapur,Kon (Cheelha),Mirzapur,Kon,1985,spelling
Mirzapur,Lalganj,Mirzapur,Lalganj,1986,exact
Mirzapur,Majhwan,Mirzapur,Majhawa,1987,spelling
Mirzapur,Narayanpur,Mirzapur,Narainpur,1989,spelling
Mirzapur,Pahadi,Mirzapur,Pahari,1990,spelling
Mirzapur,Patehara Kala,Mirzapur,Patehra,1991,spelling
Mirzapur,Rajgarh,Mirzapur,Rajgarh,1992,exact
Mirzapur,Seekhar,Mirzapur,Shikhar,1993,spelling
Mirzapur,Seeti,Mirzapur,Shikhar,1993,alt_name
Muradabad,Asamoli,Sambhal,Asmauli,1994,cross_dist
Muradabad,Bahjoi,Sambhal,Bahjoi,1995,cross_dist
Muradabad,Bhagatpur,Moradabad,Bhagatpur Tanda,1997,spelling
Muradabad,Bilari,Moradabad,Bilari,1998,exact
Muradabad,Chhajlait,Moradabad,Chhajlet,1999,spelling
Muradabad,Dilari,Moradabad,Dilari,2000,exact
Muradabad,Dingarpur (Kundarki),Moradabad,Kundarki,2001,alt_name
Muradabad,Mudhaa Pandey,Moradabad,Munda Pandey,2003,spelling
Muradabad,Muradabad,Moradabad,Moradabad,2002,spelling
Muradabad,Panwasa,Sambhal,Panwasa,2004,cross_dist
Muradabad,Sambhal,Sambhal,Sambhal,2005,cross_dist
Muradabad,Thakurdwara,Moradabad,Thakurdwara,2006,exact
Muzzafarnagar,Baghra,Muzaffarnagar,Baghara,2007,spelling
Muzzafarnagar,Budhana,Muzaffarnagar,Budhana,2008,exact
Muzzafarnagar,Charthaawal,Muzaffarnagar,Charthawal,2009,spelling
Muzzafarnagar,Jansath,Muzaffarnagar,Jansath,2010,exact
Muzzafarnagar,Kairana,Shamli,Kairana,2011,cross_dist
Muzzafarnagar,Kandla,Shamli,Kandhla,2012,cross_dist
Muzzafarnagar,Khatauli,Muzaffarnagar,Khatauli,2013,exact
Muzzafarnagar,Morna,Muzaffarnagar,Morna,2014,exact
Muzzafarnagar,Purkaji,Muzaffarnagar,Purkaji,2016,exact
Muzzafarnagar,Sadar,Muzaffarnagar,Muzaffarnagar,2015,alt_name
Muzzafarnagar,Shahpur,Muzaffarnagar,Shahpur,2017,exact
Muzzafarnagar,Shamli,Shamli,Shamli,2018,cross_dist
Muzzafarnagar,Thana,Shamli,Thana Bhawan,2019,spelling
Muzzafarnagar,Un,Shamli,Un,2020,cross_dist
Pilibhit,Amariya,Pilibhit,Amariya,2021,exact
Pilibhit,Barkheda,Pilibhit,Barkhera,2022,spelling
Pilibhit,Bilsanda,Pilibhit,Bilsanda,2023,exact
Pilibhit,Bisalpur,Pilibhit,Bisalpur,2024,exact
Pilibhit,Lalauri Kheda,Pilibhit,Lalaurikhera,2025,spelling
Pilibhit,Marauri,Pilibhit,Marori,2026,spelling
Pilibhit,Purnanpur,Pilibhit,Puranpur,2027,spelling
Pratapgarh,Asapur,Pratapgarh,Aspur Deosara,2028,spelling
Pratapgarh,Baabaa Belkharnath Dhaam,Pratapgarh,Baba Belkharnath Dham,2029,spelling
Pratapgarh,Baabaganj,Pratapgarh,Babaganj,2030,spelling
Pratapgarh,Bihar,Pratapgarh,Bihar,2031,exact
Pratapgarh,Gaura,Pratapgarh,Gaura,2032,exact
Pratapgarh,Kalakankar,Pratapgarh,Kalakankar,2033,exact
Pratapgarh,Kunda,Pratapgarh,Kunda,2034,exact
Pratapgarh,Lakshmanpur,Pratapgarh,Lakshamanpur,2035,spelling
Pratapgarh,Lalganj,Pratapgarh,Lalganj,2036,exact
Pratapgarh,Magraura,Pratapgarh,Magraura,2037,exact
Pratapgarh,Mandhaata,Pratapgarh,Mandhata,2038,spelling
Pratapgarh,Patti,Pratapgarh,Patti,2039,exact
Pratapgarh,Sadar,Pratapgarh,Pratapgarh (Sadar),2040,alt_name
Pratapgarh,Sandwaa Chandrika,Pratapgarh,Sandwa Chandrika,2042,spelling
Pratapgarh,Sangipur,Pratapgarh,Sangipur,2043,exact
Pratapgarh,Shivgarh,Pratapgarh,Shivgarh,2044,exact
Rae bareli,Amawan,Rae Bareli,Amawan,2045,exact
Rae bareli,Bachhrawan,Rae Bareli,Bachharawan,2046,spelling
Rae bareli,Dalmau,Rae Bareli,Dalmau,2049,exact
Rae bareli,Deenshaahgaura,Rae Bareli,Deenshah Gaura,2050,spelling
Rae bareli,Harchandpur,Rae Bareli,Harchandpur,2052,exact
Rae bareli,Khiro,Rae Bareli,Khiron,2054,spelling
Rae bareli,Lalganj,Rae Bareli,Lalganj,2055,exact
Rae bareli,Maharajganj,Rae Bareli,Mahrajganj,2056,spelling
Rae bareli,Rahi,Rae Bareli,Rahi,2057,exact
Rae bareli,Rohanea,Rae Bareli,Rohania,2058,spelling
Rae bareli,Sareni,Rae Bareli,Sareni,2060,exact
Rae bareli,Sataon,Rae Bareli,Sataon,2061,exact
Rae bareli,Shivgarh,Rae Bareli,Shivgarh,2062,exact
Rae bareli,Unchahaar,Rae Bareli,Unchahar,2065,spelling
Rampur,Bilaaspur,Rampur,Bilaspur,2066,spelling
Rampur,Chamaraua,Rampur,Chamraon,2067,spelling
Rampur,Milk,Rampur,Milak,2068,spelling
Rampur,Saidnagar,Rampur,Saidnagar,2069,exact
Saharanpur,Baliyakhedi,Saharanpur,Ballia Kheri,2072,spelling
Saharanpur,Devbanda,Saharanpur,Deoband,2073,spelling
Saharanpur,Gangoh,Saharanpur,Gangoh,2074,exact
Saharanpur,Muzaffarabad,Saharanpur,Muzaffarabad,2075,exact
Saharanpur,Nagal,Saharanpur,Nagal,2076,exact
Saharanpur,Nakud,Saharanpur,Nakur,2077,spelling
Saharanpur,Nanauta,Saharanpur,Nanauta,2078,exact
Saharanpur,Puranka,Saharanpur,Puwarka,2079,spelling
Saharanpur,Rampur Maniharan,Saharanpur,Rampur Maniharan,2080,exact
Saharanpur,Sadholi Kadim,Saharanpur,Sadauli Qadeem,2081,spelling
Saharanpur,Sarsawa,Saharanpur,Sarsawan,2082,spelling
Sant Kabeer Nagar,Baghauli,Sant Kabeer Nagar,Baghauli,2083,exact
Sant Kabeer Nagar,Belhar Kala,Sant Kabeer Nagar,Belhar Kala,2084,exact
Sant Kabeer Nagar,Hesarbazar,Sant Kabeer Nagar,Hainsar Bazar,2085,spelling
Sant Kabeer Nagar,Khalilabad,Sant Kabeer Nagar,Khalilabad,2086,exact
Sant Kabeer Nagar,Mehdawal,Sant Kabeer Nagar,Mehdawal,2087,exact
Sant Kabeer Nagar,Nathnagar,Sant Kabeer Nagar,Nath Nagar,2088,spelling
Sant Kabeer Nagar,Pauli,Sant Kabeer Nagar,Pauli,2089,exact
Sant Kabeer Nagar,Sautha,Sant Kabeer Nagar,Santha,2090,spelling
Sant Kabeer Nagar,Semriyawa,Sant Kabeer Nagar,Semariyawan,2091,spelling
Sant Ravidas Nagar,Abholi,Sant Ravidas Nagar,Abhauli,2092,spelling
Sant Ravidas Nagar,Aurain,Sant Ravidas Nagar,Aurai,2093,spelling
Sant Ravidas Nagar,Bhadohi,Sant Ravidas Nagar,Bhadohi,2094,exact
Sant Ravidas Nagar,Deegh,Sant Ravidas Nagar,Deegh,2095,exact
Sant Ravidas Nagar,Gyanpur,Sant Ravidas Nagar,Gyanpur,2096,exact
Sant Ravidas Nagar,Suriyawan,Sant Ravidas Nagar,Suriyavan,2097,spelling
Shahjahnapur,Bhavlakheda,Shahjahanpur,Bhawal Khera,2099,spelling
Shahjahnapur,Daderol,Shahjahanpur,Dadrol,2100,spelling
Shahjahnapur,Jaitipur,Shahjahanpur,Jaitipur,2101,exact
Shahjahnapur,Jalalabad,Shahjahanpur,Jalalabad,2102,exact
Shahjahnapur,Kalan,Shahjahanpur,Kalan,2103,exact
Shahjahnapur,Kant,Shahjahanpur,Kanth,2104,spelling
Shahjahnapur,Katra - Khudaganj,Shahjahanpur,Khudaganj Katra,2105,spelling
Shahjahnapur,Khutar,Shahjahanpur,Khutar,2106,exact
Shahjahnapur,Madaanaapur,Shahjahanpur,Madnapur,2107,spelling
Shahjahnapur,Mirzapur,Shahjahanpur,Mirzapur,2108,exact
Shahjahnapur,Nigonhi,Shahjahanpur,Nigohi,2109,spelling
Shahjahnapur,Puwaya,Shahjahanpur,Powayan,2110,spelling
Shahjahnapur,Sindhauli,Shahjahanpur,Sindhauli,2111,exact
Shahjahnapur,Tilhar,Shahjahanpur,Tilhar,2112,exact
Shahjahnapur,Wanda,Shahjahanpur,Banda,2098,alt_name
Shravasti,Gilola,Shravasti,Gilaula,2114,spelling
Shravasti,Hariharpur Rani,Shravasti,Hariharpur Rani,2115,exact
Shravasti,Ikouna,Shravasti,Ekona,2113,spelling
Shravasti,Jamunha,Shravasti,Jamunaha,2116,spelling
Shravasti,Sirsia,Shravasti,Sirsiya,2117,spelling
Siddharth Nagar,Badhni,Siddharth Nagar,Barhni,2119,spelling
Siddharth Nagar,Bansi,Siddharth Nagar,Bansi,2118,exact
Siddharth Nagar,Bhanwaapur,Siddharth Nagar,Bhanwapur,2120,spelling
Siddharth Nagar,Dumriaganj,Siddharth Nagar,Domariyaganj,2122,spelling
Siddharth Nagar,Itwa,Siddharth Nagar,Itwa,2123,exact
Siddharth Nagar,Jogiya,Siddharth Nagar,Jogia,2124,spelling
Siddharth Nagar,Khesarha,Siddharth Nagar,Khesraha,2125,spelling
Siddharth Nagar,Khuniyav,Siddharth Nagar,Khuniyaon,2126,spelling
Siddharth Nagar,Lotan Bazar,Siddharth Nagar,Lotan,2127,spelling
Siddharth Nagar,Mithwal,Siddharth Nagar,Mithwal,2128,exact
Siddharth Nagar,Naugadh,Siddharth Nagar,Naugarh,2129,spelling
Siddharth Nagar,Shohratgarh,Siddharth Nagar,Shoharatgarh,2130,spelling
Siddharth Nagar,UskaBazar,Siddharth Nagar,Uska Bazar,2131,spelling
Sitapur,Ailiya,Sitapur,Ailiya,2132,exact
Sitapur,Behata,Sitapur,Behta,2133,spelling
Sitapur,Biswan,Sitapur,Biswan,2134,exact
Sitapur,Gondlamau,Sitapur,Gondlamau,2135,exact
Sitapur,Hargaon,Sitapur,Hargaon,2136,exact
Sitapur,Kasmanda,Sitapur,Kasmanda,2137,exact
Sitapur,Khairbad,Sitapur,Khairabad,2138,spelling
Sitapur,Laharpur,Sitapur,Laharpur,2139,exact
Sitapur,Machhrehta,Sitapur,Machhrehta,2140,exact
Sitapur,Mahmudabad,Sitapur,Mahmudabad,2141,exact
Sitapur,Maholi,Sitapur,Maholi,2142,exact
Sitapur,Mishrikh,Sitapur,Misrikh,2143,spelling
Sitapur,Pahala,Sitapur,Pahala,2144,exact
Sitapur,Parsendi,Sitapur,Parsendi,2145,exact
Sitapur,Pisawan,Sitapur,Pisawan,2146,exact
Sitapur,Rampurmathura,Sitapur,Rampur Mathura,2147,spelling
Sitapur,Reusaa,Sitapur,Reusa,2148,spelling
Sitapur,Sakran,Sitapur,Sakran,2149,exact
Sitapur,Sidhauli,Sitapur,Sidhauli,2150,exact
Sonbhadra,Chatra,Sonbhadra,Chatra,2152,exact
Sonbhadra,Chopan,Sonbhadra,Chopan,2153,exact
Sonbhadra,Duddhi,Sonbhadra,Dudhi,2154,spelling
Sonbhadra,Ghorawal,Sonbhadra,Ghorawal,2155,exact
Sonbhadra,Myorpur,Sonbhadra,Myorpur,2156,exact
Sonbhadra,Nagwan,Sonbhadra,Nagwa,2157,spelling
Sonbhadra,Robertsganj,Sonbhadra,Robertsganj,2158,exact
Sonbhadra,Vabhni,Sonbhadra,Babhani,2151,spelling
Sultanpur,Akhandnagar,Sultanpur,Akhand Nagar,2159,spelling
Sultanpur,Baldirai,Sultanpur,Baldirai,2161,exact
Sultanpur,Bhaiyya,Sultanpur,Bhadaiya,2162,spelling
Sultanpur,Dhanpat Ganj,Sultanpur,Dhanpatganj,2165,spelling
Sultanpur,Doobepur,Sultanpur,Dubepur,2167,spelling
Sultanpur,Dostpur,Sultanpur,Dostpur,2166,exact
Sultanpur,Jaisinghpur,Sultanpur,Jaisinghpur,2170,exact
Sultanpur,Kadipur,Sultanpur,Kadipur,2172,exact
Sultanpur,Karaudi Kalan,Sultanpur,Karaudikala,6897,spelling
Sultanpur,Kudebhar,Sultanpur,Kurebhar,2173,spelling
Sultanpur,Kudwar,Sultanpur,Kurwar,2174,spelling
Sultanpur,Lambhua,Sultanpur,Lambhua,2175,exact
Sultanpur,Motigarpur,Sultanpur,Motigarpur,2176,exact
Sultanpur,Pratappur Kemaicha,Sultanpur,P.P.Kamaicha,2178,spelling
Unnao,Asoha,Unnao,Asoha,2182,exact
Unnao,Auras,Unnao,Auras,2183,exact
Unnao,Bangarmau,Unnao,Bangarmau,2184,exact
Unnao,Bichiya,Unnao,Bichhiya,2185,spelling
Unnao,Bighapur,Unnao,Bighapur,2186,exact
Unnao,Fatehpur Chaurasi,Unnao,Fatehpur Chaurasi,2187,exact
Unnao,Hasan ganj,Unnao,Hasanganj,2189,spelling
Unnao,Hilauli,Unnao,Hilauli,2190,exact
Unnao,Miyoganj,Unnao,Mianganj,2191,spelling
Unnao,Nawabganj,Unnao,Nawabganj,2192,exact
Unnao,Purwa,Unnao,Purwa,2193,exact
Unnao,Safipur,Unnao,Safipur,2194,exact
Unnao,Si. Sirosi,Unnao,Sikandarpur Sarausi,2196,spelling
Unnao,Sikandarpur Karan,Unnao,Sikandarpur Karan,2195,exact
Unnao,Sumerpur,Unnao,Sumerpur,2197,exact
Varanasi,Araji Lines,Varanasi,Arajiline,2198,spelling
Varanasi,Badagaon,Varanasi,Baragaon,2199,spelling
Varanasi,Chiraigaon,Varanasi,Chiraigaon,2200,exact
Varanasi,Cholapur,Varanasi,Cholapur,2201,exact
Varanasi,Harhua,Varanasi,Harahua,2202,spelling
Varanasi,Kashividyapeeth,Varanasi,Kashi Vidyapeeth,2203,spelling
Varanasi,Pindra,Varanasi,Pindra,2204,exact
Varanasi,Sewapuri,Varanasi,Sevapuri,2205,spelling
