Name,Transliterated
रामबक्श सिंह,Rambaksh Singh
क्षत्रपाल सिंह,Kshetrapal Singh
रविशंकर सिंह,Ravishankar Singh
रतनपाल सिंह,Ratanpal Singh
विजयपाल सिंह,Vijaypal Singh
हरी बाबू,Hari Babu
दिनेश कुमार सिंह,Dinesh Kumar Singh
नरेन्द्र बहादुर सिंह,Narendra Bahadur Singh
सुजीत कुमार सिंह,Sujit Kumar Singh
पुत्तन सिंह,Puttan Singh
हरकरन सिंह,Harkaran Singh
कौशलेन्द्र प्रताप सिंह,Kaushalendra Pratap Singh
दिनेश चन्द्र शुक्ला,Dinesh Chandra Shukla
प्रेमशंकर अवस्थी,Premshankar Awasthi
अनूप कुमार,Anoop Kumar
किरन सिंह,Kiran Singh
श्यामचन्द्र सिंह,Shyamchandra Singh
कान्ती देवी,Kanti Devi
पवन सिंह,Pawan Singh
कमलेश कुमार,Kamlesh Kumar
रामशरण,Ramsharan
नशरूल्ला खाँ,Nashrullah Khan
फूलचन्द्र,Phoolchandra
वारिस अली,Waris Ali
रिहाना बेगम,Rehana Begum
धनसंजय प्रताप सिंह,Dhansanjay Pratap Singh
इम्तियाज अहमद,Imtiaz Ahmed
संध्या,Sandhya
दुर्गेश कुमार,Durgesh Kumar
ब्रजेश मिश्र,Brajesh Mishra
रूद्र प्रताप सिंह,Rudra Pratap Singh
मतीन खां,Mateen Khan
गोविन्द प्रसाद,Govind Prasad
जगन्नाथ सिंह,Jagannath Singh
राजेश कुमार त्रिपाठी,Rajesh Kumar Tripathi
पुष्पा सिंह,Pushpa Singh
उमा सिंह,Uma Singh
राकेश तिवारी,Rakesh Tiwari
देवेन्द्र बहादुर सिंह,Devendra Bahadur Singh
शिवनायक सिंह,Shivnayaka Singh
शिवबरन,Shivbaran
जनार्दन प्रताप सिंह,Janardan Pratap Singh
रामचन्द्र यादव,Ramchandra Yadav
धनन्जय सिंह,Dhananjay Singh
चन्द्रभाल वर्मा,Chandra Bhal Varma
शिशिर कुमार सिंह,Shishir Kumar Singh
राजमणि शुक्ल,Rajmani Shukla
जगन्नाथ शुक्ल,Jagannath Shukla
ललित किशोर,Lalit Kishore
रवीन्द्र कुमार,Ravindra Kumar
नागेन्द्र बहादुर,Nagendra Bahadur
आनन्द बहादुर,Anand Bahadur
विमल किशोर,Vimal Kishore
सुरेन्द्र बहादुर,Surendra Bahadur
मुतीउर्रहमान,Mutiurrehman
मानस मोहन राणा,Manas Mohan Rana
दिलीपकुमार,Dilipkumar
गजेन्द्र प्रताप,Gajendra Pratap
किशोर सिंह,Kishore Singh
आनन्द सिंह,Anand Singh
अमरनाथ,Amarnath
उदयभान सिंह,Udaybhan Singh
विक्रम सिंह,Vikram Singh
मंजूखां,Manjookhan
मो ० सुएब खां,Mo 0 Sueb Khan
सुरेश कुमार सिंह,Suresh Kumar Singh
शाबिर अली,Shabir Ali
नन्हे लाल,Nanhe Lal
जितेन्द्र नाथ,Jitendra Nath
रविशंकर,Ravishankar
बानो निशां,Bano Nishan
दिपक सिंह यादव,Deepak Singh Yadav
किरनलता,Kirnalata
तुषार,Tushar
ओमलाल,Om Lal
मयंक सिंह,Mayank Singh
आलिया,Aaliya
अनीश,Anish
साहिद खाँ,Saheed Khan
अवनीश,Avaneesh
फरीदुज्जमा,Fareedujjama
रहीसन,Raheesan
यशवन्त सिंह,Yashwant Singh
सिराज,Siraj
श्यामा,Shyama
नन्हे सिंह,Nanhe Singh
मसरत अली,Masarrat Ali
नारेन्द्र सिंह,Narendra Singh
सलीमुन,Saleemun
मेहमुना,Mehmuna
कान्ति,Kanti
सावित्री देवी,Savitri Devi
ज्ञानेंद्र कुमार तिवारी,Gyanendra Kumar Tiwari
दुखहरण नाथ,Dukhharn Nath
लक्ष्मी कान्त,Lakshmi Kant
शैलेष कुमार,Shailesh Kumar
छबिनाथ,Chhabinath
बुद्धी लाल,Buddhi Lal
सिद्धार्थ,Siddhartha
राम कुमार सिंह,Ram Kumar Singh
गंगा सागर,Ganga Sagar
गिरीश कुमार,Girish Kumar
सईद अहमद,Saeed Ahmed
रज्जनलाल,Rajjanlal
आशा सिंह,Asha Singh
मथुरा प्रसाद,Mathura Prasad
प्रताप नरायन,Pratap Narayan
अजय बाबू,Ajay Babu
अतुल सिंह,Atul Singh
पुरूषोत्तम,Purushottam
दिनेशकुमार,Dineshkumar
रवीन्द्र कौशल,Ravindra Kaushal
बेनीमाधव,Benimadhava
जीतेन्द्र बहादुर,Jitendra Bahadur
दिवाकर सिंह,Diwakar Singh
भगवन्त सिंह,Bhagwant Singh
चित्रादेवी,Chitradevi
राम शरण सिंह,Ram Sharan Singh
नरेश चन्द्र,Naresh Chandra
पुनीत,Puneet
अख्तर खां,Akhtar Khan
राहीस,Rahees
रेखा सिंह,Rekha Singh
मानकुमारी,Mankumari
इतेन्द्र कुमार,Itendra Kumar
अनूप सिंह,Anoop Singh
निजामुद्दीन,Nizamuddin
प्रदीं सिंह,Pradeep Singh
महेश कुमारी,Mahesh Kumari
व्योमकेश,Vyomakesh
ताजुद्दीन,Tajuddin
आशिफखान,Aashifkhan
रामेन्द्र पाल सिंह,Ramendra Pal Singh
शमी अहमद,Shami Ahmed
मो 0 आयूब,Mo 0 Ayub
अली इमाम,Ali Imam
उदयवीर,Udayveer
रामऔतार,Raamautaar
सत्येन्द्र नाथ,Satyeindra Naath
ओमकारनाथ,Omkaarnaath
भोला मिश्र,Bhola Mishra
पवन कुमार सिंह,Pawan Kumar Singh
हेम प्रकाश,Hem Prakash
अनमोल कुमार सिंह,Anmol Kumar Singh
आशा गुप्ता,Aashaa Gupta
अकरम,Akram
संजीव सिंह,Sanjeev Singh
हरिशचन्द्र,Harishchandra
आत्माराम,Aatmaraam
निर्मल सिंह,Nirmal Singh
श्रवण कुमार सिंह,Shravan Kumar Singh
अफरोज,Afarooz
जैसिंह,Jaisingh
इलियास खां,Iliyaas Khaan
अब्दुल अजीज,Abdul Azeez
राजन मिश्रा,Raajan Mishra
शैलेन्द्र कुमार सिंह,Shailendra Kumar Singh
वासिफ खां,Waasif Khaan
त्रिपुरेश,Tripuresh
प्रेमकान्त,Premkant
अमरवीर सिंह,Amarveer Singh
कलीमुद्दीन,Kaleemuddin
कृष्णपूत पाठक,Krishnappaath Pathak
सनब्बर खां,Sannabar Khaan
सर्वेन्द्र कुमार,Sarvendra Kumar
अशोक कुमार सिंह,Ashok Kumar Singh
अनुराग गौरव सिंह,Anuraag Gaurav Singh
निन्दू सिंह,Nindu Singh
अरूण कुमार सिंह,Arun Kumar Singh
आकिल खान,Aakil Khaan
मुन्नूलाल,MunnuLaal
शैलेन्द्र प्रताप सिंह,Shailendra Pratap Singh
अब्दुल कलाम,Abdul Kalam
असलम खां,Aslam Khaan
पिन्टू उर्फ अरूण कुमार,Pintu urf Arun Kumar
सुधाकर,Sudhakar
विमला देवी,Vimala Devi
पुतान सिंह,Putaan Singh
महेश कुमार,Mahesh Kumar
अयोध्या प्रसाद,Ayodhya Prasad
विष्णुकान्ती,Vishnukanti
उदयबीर सिंह,Udayaveer Singh
नत्थूलाल,NatthuLaal
जहानपाल सिंह,Jahanpaal Singh
रमनपाल सिंह,Ramanpal Singh
दिवाकर शर्मा,Diwakar Sharma
रावेन्द्र सिंह,Raavendra Singh
कमलकिशोर,Kamalkishore
सुशील कुमार सिंह,Sushil Kumar Singh
यशवीर सिंह,Yashveer Singh
सौरव मिश्रा,Saurabh Mishra
नागेन्द्र कुमार,Nagendra Kumar
अजमतुम,Ajmatum
विशम्भर दयाल,Vishhambhar Dayal
यतीन्द्र कुमार,Yatindra Kumar
शिवम सिंह,Shivam Singh
जयप्रकाश सिंह,Jaiprakash Singh
रामराज सिंह,Ramraj Singh
शैलेन्द्र प्रताप,Shailendra Pratap
कृपा शंकर,Kripa Shankar
रामहरी,Ramahari
हरिवंश सिंह,Harivansh Singh
सगीर हुसैन,Sagir Hussain
रमेश कुमार त्रिवेदी,Ramesh Kumar Trivedi
विश्वनाथ सिंह,Vishwanath Singh
देवेश कुमारमिश्र,Devesh Kumar mishra
रफफन खाँ,Raffan Khan
शंकरबक्श सिंह,Shankar Baksh Singh
हनीफ खाँ,Hanif Khan
ओमवती सिंह,Om vati Singh
राजीव पाण्डेय,Rajiv Pandey
रवी सिंह,Ravi Singh
इब्राहिम,Ibrahim
अनिक कुमार त्रिपाठी,Anik Kumar Tripathi
मो ० कलीम,Mo 0 Kalim
कमरुनिशा,Kamrunisha
मो 0 इरतिजा हुसैन,Mo 0 Irtija Hussain
रिजवान खाँ,Rizwan Khan
नदीम अली,Nadim Ali
विशम्भर कुमार,Vishhambhar Kumar
श्रवण कुमार मिश्रा,Shravan Kumar Mishra
भैरों सिंह,Bhairav Singh
विशाल सिंह,Vishaal Singh
मो 0 इरफान,Mo 0 Irfan
तबस्सुम फातिमा,Tabassum Fatima
संजय मिश्र,Sanjay Mishra
ऊषा वर्मा,Usha Verma
गिरजाशंकर सिंह,Girjashankar Singh
चक्रवीर सिंह,Chakravir Singh
नीरज कुमार सिंह,Niraj Kumar Singh
विनोद शुक्ला,Vinod Shukla
आरती शुक्ला,Aarti Shukla
नन्दकिशोर शुक्ला,Nandkishore Shukla
वन्दना पाठक,Vandana Pathak
मुन्ना,Munna
जयतुल हसन,Jayatul Hasan
सुलेमान बेग,Suleman Beg
रइसुन्निशा,Raisunnisa
अखिलेश कुमार सिंह,Akhlesh Kumar Singh
नसीम बेग,Nasim Beg
विजेन्द्र विक्रम सिंह,Vijender Vikarm Singh
तेज प्रताप सिंह,Tej Pratap Singh
बृजपाल सिंह,Brijpalsingh
मनोज सिंह,Manoj Singh
शैव्या सिंह,Shaivya Singh
कमलेश देवी,Kamlesh Devi
आशीष कुमार द्विवेदी,Ashish Kumar Dwivedi
नरायण द्विवेदी,Narayan Dwivedi
अन्नापूर्ण सिंह भदौरिया,Annapurna Singh Bhadauria
सुजीत कुमार मिश्रा,Sujeet Kumar Mishra
अमरीश शुक्ला,Amresh Shukla
राजेश बाबू मिश्र,Rajeshbabu Mishra
शबाउद्दीन,Shabbauddin
रफीउद्दीन,Rafeeuddin
मो ० रेहान,Mo Rehann
अब्दुल,Abdul
गजेन्द्र,Gajendra
जगन्नाथ,Jagannath
काजिम अली खाँ,Kajim Ali Khan
रहीश,Raheesh
अवध बिहारी,Awadh Bihari
अंशु कुमार,Anshu Kumar
काफिया खातून,Kafiakhatoon
विद्यावती,Vidhyavati
मुरली सिंह,Murali Singh
चन्द्र किशोर,Chandra Kishore
मुन्नू खां,Munnu Khan
सैय्यद अली कासिम,Saiyyad Ali Kasim
चन्दन सिंह,Chandan Singh
बबिता,Babita
इबरार,Ibrar
रामलडैत,Ramladit
रंजीत कुमार,Ranjeet Kumar
मुस्तफा,Mustafa
योगेन्द्र प्रताप सिंह,Yogendra Pratap Singh
मदन,Madan
शिवभगवान,Shiv Bhagwan
अरूण सिंह,Arun Singh
बेचू लाल,Bechulaal
सालिकराम,Salikaram
गंगासागर,Gangasagar
मणीराम,Maniram
मो ० हासन,Mo Hasan
केदार,Kedar
तेजबहादुर सिंह,Tejbahadur Singh
इसरार खां,Israr Khan
सुरेश सिंह,Suresh Singh
मुरलीधर,Muralidhar
अन्नू देवी,Annu Devi
जगदम्बा सहाय,Jagdamba Sahay
श्याम बिहारी,Shyam Bihari
दीपक,Deepak
रामकुमार सिंह,Ramkumar Singh
चन्दर सिंह,Chander Singh
रमेश मिश्र,Ramesh Mishra
सर्वेश कुमार,Sarvesh Kumar
जीतेन्द्र श्रीवास्तव,Jitendra Srivastava
अंजनी कुमार सिंह,Anjani Kumar Singh
दिलीप कुमार चन्देल,Dilip Kumar Chandel
केदार नाथ,Kedar Nath
कृष्ण चन्द्र मिश्र,Krishna Chandra Mishra
सत्यवीर त्रिपाठी,Satyaveer Tripathi
रविशरन,Ravis hran
मनोज कुमार सिंह,Manoj Kumar Singh
जय प्रकाश सिंह,Jai Prakash Singh
रहीस आलम,Rahees Alam
जीतपाल,Jitpal
प्रवेश खां,Pravesh Khan
मैयनुद्दीन,Maiyuddin
इस्राइल,Israel
मो . खां,Mo. Khan
अब्दुल खालिक,Abdul Khaliq
हशमत खां,Hashimat Khan
शहनूर,Shahnur
इस्तियाक,Istiyak
मो 0 हसीब,Mo. Haseeb
रविन्द्र पाल सिंह,Ravindra Pal Singh
जश पाल,Jash Pal
राजेन्द्र पाल सिंह,Rajendra Pal Singh
राम प्रताप सिंह,Ram Pratap Singh
मो ० उस्मान,Mo. Usman
मो 0 इस्माईल,Mo. Ismail
दिनेश प्रकाश सिंह,Dinesh Prakash Singh
मो ० कामिल,Mo Kamil
परवीन,Parveen
मो ० वसीम,Mo. Vaseem
सराफत अली,Sarafat Ali
जय प्रकाशसिंह,Jai Parkash Singh
अनिल कुमार सिह,Anil Kumar Singh
किरन देवी,Kiran Devi
समीम बानो,Sameem Bano
बंशीधर,Banshidhar
मोहरम अली,Moharram Ali
ब्रजपाल सिह,Brajpal Singh
विद्याधर,Vidhyadhar
इन्देश सिंह,Indesh Singh
मीनू देवी,Meenu Devi
राधेश्याम मिश्रा,Radheshyam Mishra
शैलन्द्री देवी,Shailendri Devi
कुसुमा कली,Kusuma Kali
निगहत बानो,Nighat Bano
कृष्णसिंह,Krishansingh
ललित कुमार,Lalit Kumar
इन्द्र प्रताप,Indra Pratap
अवरार अहमद,Awarar Ahmed
सुरेन्द्रसिह,Surendrasingh
मदन बिहारी गुप्ता,Madan Behari Gupta
गोपी नाथ,Gopi Nath
मत्तूखां,Mattukhan
उबेश हैदर काजमी,Ubaish Haider Kazmi
सुबराती,Subarati
बाबू अली,Babu Ali
कृष्णा गोपाल,Krishna Gopal
पुकेश कुमार,Pukesh Kumar
गुड्डू सिंह,Guddu Singh
ध्रुव कुमार,Dhruv Kumar
सईद खां,Saeed Khan
आनन्द प्रकाश सिंह,Anand Prakash Singh
हरिश सिंह,Harish Singh
श्याम पती,Shyam Pati
बिपिन बिहारी,Bipin Behari
शिव शंकर,Shiv Shankar
महेशप्रसाद,Maheshprasad
हरिवंश त्रिवेदी,Harivansh Trivedi
धर्मपालसिंह,Dharampalsingh
विदुर सिंह,Vidur Singh
रघुवीरसिह,Raghuveersingh
मो ० सलीम,Mo. Saleem
नीरज सिह,Niraj Singh
ब्रजेश पाल,Brajesh Pal
कीरत सागर पाण्डेय,Keerat Sagar Pandey
भगौती प्रसाद,Bhagawati Prasad
प्रेम पाल सिहं,Prem Pal Singh
नरेश सिह,Naresh Singh
रमाकान्त मिश्र,Ramakant Mishra
मेडई लाल,Medei Lal
चन्देश्वर नरायन,Chandeshwar Narayan
जावेद खां,Javed Khan
हरद्वारी सिंह,Hardwari Singh
सर्वजीत सिहं,Sarvjit Singh
भारत सिह,Bharat Singh
ब्रज किशोर,Braj Kishore
सतीश श्रीवास्तव,Satish Srivastava
दानिश,Danish
अनिल त्रिवेदी,Anil Trivedi
रीतादेवी,Ritadevi
मो 0 हुसैन,Mo. Hussain
प्रेम चन्द्र सिंह,Prem Chandra Singh
आदेश पाण्डेय,Aadesh Pandey
हामिद,Hamid
सुमन,Suman
मोहन सिंह,Mohan Singh
असर अहमद,Asar Ahmed
रामभरोसे,Rambharose
सिरदार,Sardar
जसकरन लाल,Jaskaran Lal
राजरानी,Rajarani
मो 0 सलीम,Mo. 0 Saleem
उदय सिंह,Uday Singh
अजमुद्दीन,Ajmuddin
सदा लाल,Sada Lal
चरण पाल सिह,Charan Pal Singh
वीर कौर,Veer Kaur
विसम्भर सिह,Vishambhar Singh
शिव प्रसाद,Shiv Prasad
धरमेस कुमार,Dharmes Kumar
कुलवन्त सिंह,Kulwant Singh
यज्ञेश मुरारी,Yagnesh Murari
इस्माइल खां,Ismail Khan
अजय प्रताप,Ajay Pratap
सगीर खां,Sagir Khan
समीम खां,Sameem Khan
प्रमोद सिंह,Pramod Singh
अनील कुमार,Anill Kumar
निखिल कुमार,Nikhil Kumar
नत्थू सिंह,Natthu Singh
अब्दुल मामूद खां,Abdul Mamood Khan
दिनेश खरे,Dinesh Khare
कदीरखां,Kadirkhan
रजीत सिंह,Rajit Singh
मदन मोहन दास,Madan Mohan Das
विपिन बिहारी,Vipin Bihari
राम महेश,Ram Mahesh
बब्बन खां,Babban Khan
हरीश कुमार,Harish Kumar
परमजीत सिह,Paramjit Singh
जोहराब,Zohrab
गुरू चरन सिंह,Guru Charan Singh
सरस कुमार,Saras Kumar
अमूल्य त्रिपाठी,Amulya Tripathi
अनवर,Anwar
मलूक सिंह,Malook Singh
देवेन्द्र प्रताप सिंह,Devendra Pratap Singh
ओमकार सिंह,Omkar Singh
सशांक,Shashank
सुन्दर लाल सिंह,Sunder Lal Singh
इन्द्रदेव,Indradev
गिरीश चन्द्र मिश्र,Girish Chandra Mishra
मनाज कुमार,Manaj Kumar
त्रिभुवन सिंह,Tribhuvan Singh
हरि नारायण,Hari Narayan
शिवनरायन सिंह,Shivnarrayan Singh
दलबहादुर,Dalbahadur
शत्रोहन,Shatrohan
भूपेन्द्र विक्रम सिंह,Bhuppendra Vikram Singh
मजहर खान,Mazhar Khan
दद्दन सिंह,Daddan Singh
कृष्ण दत्त,Krishna Dutt
त्रिभुवन प्रसाद,Tribhuvan Prasad
सूर्यनारायण,Surya Narayan
प्रिन्स चन्द्रकेतु,Prince Chandraketu
सीताराम,Sita Ram
गुरूदीन,Guru Deen
श्यामादेवी,Shyama Devi
रणविजय सिंह,Ranvijay Singh
हौसिला प्रसाद,Houshila Prasad
सुरेन्द्र बहादुर सिंह,Surendra Bahadur Singh
महीप सिंह,Mahip Singh
हरिबक्श सिंह,Haribaksh Singh
अमर बहादुर,Amar Bahadur
राजेश चन्द्र,Rajesh Chandra
शम्भूनाथ,Shambhunath
हुकुम सिंह,Hukam Singh
कमलाशंकर,Kamalashankar
राममूर्ति,Ram Murti
विनोद सिंह,Vinod Singh
पुष्परमण,Pushparman
हर्ष बहादुर सिंह,Harsh Bahadur Singh
हंसराज,Hansraj
राजेन्द्र प्रताप सिंह,Rajendra Pratap Singh
कुसुम सिंह,Kusum Singh
इसादुल,Isadul
राकेश नरायन,Rakesh Narain
देवनाथ सिंह,Dev Nathan Singh
रामहृदय,Ram Hriday
कमाल अहमद,Kamal Ahmed
मथुरा,Mathura
मो 0 अहमद,Mo 0 Ahmed
कंचन सिंह,Kanchan Singh
कौशल किशोर,Kaushal Kishore
कुवर प्रदीप सिंह,Kuver Pradeep Singh
नरेन्द्र कुमार,Narendra Kumar
इसराक अहमद,Israk Ahmed
एस 0 बी 0 सिंह,S 0 B 0 Singh
बेचन सिंह,Bechan Singh
उदय प्रताप सिंह,Uday Pratap Singh
भगवान प्रसाद,Bhagwan Prasad
दलडपट बहादुर सिंह,Daldapat Bahadur Singh
भरतकुमार सिंह,Bharat Kumar Singh
विन्धाशरण,Vindhasharan
मो ० नाजिम,Mo 0 Nazim
दोस्त मुहम्मद,Dost Muhammad
अरूण प्रताप सिंह,Arun Pratap Singh
जीतेन्द सिंह,Jitendra Singh
रामशिरोमणि,Ram Shiromani
द्वारिका प्रसाद,Dwarka Prasad
रामकरन,Ramakaran
देवीशरण सिंह,Deveshwaran Singh
गिरीश मिश्र,Girija Mishra
भुवनेश प्रताप सिंह,Bhuvanesh Pratap Singh
मनफूला,Manfoolan
तेज बहादुर पाण्डेय,Tej Bahadur Pandey
वीरेन्द्र कुमार त्रिपाठी,Veerendra Kumar Tripathi
मो ० वसी,Mo 0 Vasi
देवेन्द्र मिश्र,Devendra Mishra
राज कुमार भुवनेश्वरी प्रत,Raj Kumar Bhuvaneshwari Prat
अखिलेश कुमार मिश्र,Akhlesh Kumar Mishra
गजेन्द्र प्रताप सिंह,Gajendra Pratap Singh
राम शंकर सिंह,Ram Shankar Singh
भगवत प्रसाद,Bhagwat Prasad
रमाकान्त पाण्डेय,Ramakant Pandey
मो ० सरवर शेख,Mo 0 Sarwar Sheikh
मो 0 तौसिफ,Mo 0 Tausif
जयप्रकाश तिवारी,Jaiprakash Tiwari
धीरेन्द्र प्रताप सिंह,Dhirendra Pratap Singh
अवधेश प्रताप सिंह,Avadhesh Pratap Singh
गिरजाशंकर,Girija Shankar
राकेश मिश्रा,Rakesh Mishra
सियारामदत्त,Siya Ram Dutt
मो ० फुरकान,Mo 0 Furkan
मो ० एखलाक,Mo 0 Ekhlas
महमूद,Mahamud
ब्रम्हानन्द पाठक,Brahmanand Pathak
मु ० नसीम खाँ,Mu 0 Naseem Khan
हैदरअली,Haider Ali
गुरुनारायन,Gurunarayan
भूपेन्द्र कुमार सिंह,Bhupendra Kumar Singh
रीता सिंह,Rita Singh
अदनानुल हक,Adnanul Haq
देवराज सिंह,Devaraj Singh
इन्दरमती,Indiramati
देवेन्द्र श्रीवास्तव,Devendra Srivastava
प्रवीन,Praveen
लाल खां,Lal Khan
भगवान बक्श सिंह,Bhagwan Baksh Singh
धर्मराज सिंह,Dharmaraj Singh
ऊषा सिंह,Usha Singh
बाबादीन सिंह,Babudin Singh
मोहनी,Mohani
विमला सिंह,Vimala Singh
अजय कुमार सिंह,Ajay Kumar Singh
अब्दुल मेराज,Abdul Meraj
देवनरायन सिंह,Devanrayan Singh
सन्तोष कुमार त्रिपाठी,Santos Kumar Tripathi
सुधीर कुमार सिंह,Sudhir Kumar Singh
हसीफ खां,Haseef Khan
मुनीजर,Munijer
फारूक खा,Farook Kha
जीत सिंह,Jeet Singh
श्रवण कुमार गौड़,Shravan Kumar Gaud
महेश प्रसाद,Mahesh Prasad
बिट्टू सिंह,Bittoo Singh
कमरूनिशा,Kamrunisha
रामचन्दर,Ramchander
नीता सिंह,Neetu Singh
चन्देश प्रताप सिंह,Chandesh Pratap Singh
आलमगीर,Alamgeer
मोतीलाल सिंह,Motilal Singh
रफीक खां,Rafiq Khan
गया प्रसाद,Gaya Prasad
अबुल हसन,Abul Hasan
फजलुरहमान,Fazlurrahman
शब्बीर खां,Shabbir Khan
मंटू सिंह,Mantu Singh
कुसुम देवी,Kusum Devi
अरविन्द लाल,Arvind Lal
रजनी देवी,Rajni Devi
धीरज सिंह,Dheeraj Singh
त्रिलोकी नाथ,Triloki Nath
मुन्ना सिंह,Munna Singh
नीतू सिंह उर्फ नीता सिंह,Neetu Singh alias Neetu Singh
गंगा विष्णुदत्त,Ganga Vishnu Dutt
विजय भान,Vijay Bhan
रविन्द कुमार,Ravind Kumar
अब कादिर,Ab Kadir
कैलाश निगम,Kailash Nigam
मो 0 जुबेर,Mo 0 Zuber
फूल कुमार सिंह,Phool Kumar Singh
रंजीत खां,Ranjit Khan
मुनव्वर,Munavvar
इरफान खां,Irfan Khan
अब्दुल नौशाद,Abdul Naushad
मो 0 रफीक खां,Mo 0 Rafiq Khan
मो ० शरीफ,Mo 0 Sharif
शब्बू,Shabbu
नेवल किशोर,Naval Kishore
अहमद रसूल खां,Ahmed Rasool Khan
निजामुददीन,Nizamuddin
शकील अहमद खां,Shaqeel Ahmed Khan
मो ० सईद,Mo. Saeed
शहबाज खां,Shehbaz Khan
निसार अहमद,Nisar Ahmed
घसीटे,Ghasite
अब्दुल मन्नान खां,Abdul Mannan Khan
कदीर अहमद खां,Qadeer Ahmed Khan
एखलाक अहमद,Ehklaq Ahmed
सुष्मा गिरि,Sushma Giri
अलताफ अली,Altaf Ali
इमाम,Imam
इशरतउल्ला खां,Ishartullah Khan
कलावती,Kalavati
मंगल प्रसाद,Mangal Prasad
रामजनक,Ramjanak
धमेन्द्र कुमार सिंह,Dhamendra Kumar Singh
सन्तोष,Santosh
गिरिशचन्द्र,Girishchandra
राम उदार,Ram Udar
विनय कुमार मिश्रा,Vinay Kumar Mishra
सूबेदार मिश्र,Subedar Mishra
संसार मणि,Sansar Mani
जटाशंकर,Jatashankar
चन्द्रशेखर,Chandrashekhar
शंकर दयाल,Shankar Dayal
नौशाद खां,Naushad Khan
बीनाराज मिश्र,Beenaraj Mishra
मोहन चन्द्र,Mohan Chandra
कनकलता सिंह,Kanaklata Singh
जसवन्त लाल,Jaswant Lal
लोकनाथ,Loknath
हरिनारायन,Harinarayan
सुमेन्द्र,Sumednra
ननके सिंह,Nanke Singh
विजय कुमारी,Vijay Kumari
दिवाकर शुक्ला,Diwakar Shukla
रविप्रकाश,Raviprakash
हसीम,Haseem
धनदेवा,Dhandeva
शशि प्रभा,Shashi Prabha
राम दयाल,Ram Dayal
लालबिहारी,Lalbihari
जेहूरा,Jehura
अरून कुमार,Arun Kumar
मो 0 आलम,Mo. Alam
कनकलता,Kanaklata
नसीब खाँ,Nasib Khan
मरियम,Mariyam
अखलाक अहमद,Ehklaq Ahmed
अदरूननिशा,Adarunnisha
मनीराम,Maniram
जगराम,Jagram
नूरजहाँ,Noorjahan
अख्तर हुसैन,Akhtar Hussain
रीता,Rita
देवेन्द्र प्रताप,Devendra Pratap
मनुजाद,Manujad
अली अहमद,Ali Ahmed
बनवारी लाल,Banwari Lal
अनुरूद्ध मिश्रा,Anurupa Mishra
रामसमुझ,Ramsamujh
अवधनरेश,Avadharesh
रामदेव ओझा,Ramdev Ojha
सुन्दर लाल,Sundar Lal
हरिकेश सिंह,Harkesh Singh
मोहम्मद हुसैन,Mohammad Hussain
जावेद अहमद,Javed Ahmed
कुल्लन,Kullu
कंधई लाल,Kandhai Lal
लल्लन,Lallan
राम रूप,Ram Roop
अवसान अली,Avasan Ali
शाहिद परवेज,Shahid Parwez
इसहाक खाँ,Ishaak Khan
श्री रामनिवास शुक्ल,Shri Ramnivas Shukla
श्री जगन्नाथ,Shri Jagannath
श्री विवेक कुमार,Shri Vivek Kumar
श्री अब्दुल हफीज,Shri Abdul Hafeez
श्री मोहम्मद इकबाल,Shri Mohammad Iqbal
श्रीमती कमला,Srimati Kamala
श्री परशुराम,Shri Parsuram
श्री जगदीश,Shri Jagdish
श्री श्याम सुन्दर,Shri Shyam Sundar
श्री मैनुद्दीन खाँ,Shri Mainuddin Khan
श्री मोती लाल,Shri Moti Lal
श्री बेचूदयाल,Shri Bechu Dayal
श्री अमरेश कुमार,Shri Amaresh Kumar
श्री धूम सिंह,Shri Dhoom Singh
श्री रवि मणि कान्त सिंह,Shri Ravi Mani Kant Singh
श्री समीर कुमार मिश्र,Shri Sameer Kumar Mishra
श्री सुरेश गिरि,Shri Suresh Giri
श्री सच्चिानन्द,Shri Sachchidanand
श्री बच्छराज,Shri Bachcharaj
श्री इस्तियाक अहमद,Shri Istiaq Ahmed
श्रीमती असगर अली,Srimati Asgar Ali
श्री अब्दुल रसीद,Shri Abdul Rashid
श्री शाकिर खाँ,Shri Shakir Khan
श्रीमती परमा देवी,Srimati Parma Devi
श्रीमती सहीदा बेगम,Srimati Saheeda Begum
श्री सत्य प्रकाश सिंह,Shree Satya Prakash Singh
चतेन्द्र कुमार,Chatendra Kumar
रामकृपाल,Ramkripal
हबीब खां,Habeeb Khan
धनपति लाल,Dhanpati Lal
गौतम,Gautam
रामउजागर,Ramujagar
सन्दीप कुमार,Sandeep Kumar
संजीव कुमार सिंह,Sanjeev Kumar Singh
शिव नरेश,Shiv Naresh
नानबच्चा,Nanbachcha
महेश मिश्रा,Mahesh Mishra
राकेश प्रताप सिंह,Rakesh Pratap Singh
बुद्धिमान सिंह,Buddhiman Singh
नरेन्द्र राव,Narendra Rao
रघुकुल तिलक,Raghukul Tilak
सुधांशु,Sudhanshu
जितेन्द्र मणि,Jitendra Mani
कृष्णकुमार सिंह,Krishnakumar Singh
उस्मान,Usman
रजीउद्दीन,Raziuddin
अ ० कलीम,A. Kaleem
मो 0 नसीम,Mo. Naseem
मदीना खातू,Madina Khatoon
मिथेलस कुमारी,Mithales Kumari
जावेद आलम,Javed Alam
इबरार अहमद,Ibrar Ahmed
गिरजेश पाण्डेय,Girijesh Pandey
