Name,Transliterated
हिन्दुआरी,Hinduaari
पयागीपुर,Payagipur
बेलवा ठकुराई,Belwa Thakurani
सिरगिथा,Sirgitha
गेगुआर,Geguar
शाहिन जहाँ,Shahin Jahan
अहमद नफीस,Ahmad Nafees
महुराई,Mahurai
पचमोहनी,Pachmohani
राजाकरनई,Rajarani
गरमीत कौर,Gurmeet Kaur
पिपरा खुर्द,Pipra Khurd
नया बास,Naya Bas
हरोडा मु ०,Haroda Mu
ब्रजेश् कुमार,Brajesh Kumar
नाजमीन परवीन,Nazmeen Parveen
कैलाशपुर झूमनगांव,Kailashpur Jhumangawan
सुकौरा,Sukaura
विन्ध्यावासिनी,Vindhyavasini
वडनपुर कादीपुर इचौली,Vadnapur Kadipur Ichauli
देहुआं,Dehua
प्रभा मिश्रा,Prabha Mishra
मौ0पुर दयाल,Maupur Dayal
बरईबिलासा,Baraibilsa
गुलडिया,Guldia
खमहरिया,Khamhariya
महसनपुर,Mahsanpur
रूस्तमनगर,Rustamnagar
औलियापुर,Auliapur
पिडिया,Pihiya
मल्हीपुर,Malhipur
कतियावली,Katiyavali
सैफखानपुर,Saifkhanpur
भुसका,Bhuska
शकलपुरा,Shaklapura
गगाधरपुर,Gagadharpur
सु0पुर महनवा,Supur Mahanwa
चंद्र कान्ती,Chandra Kanti
वारीखडा,Warikheda
आकू,Aaku
आनन्दीपुर,Aanandpur
अढावल खुारद,Adhawal Khurd
मड़हरपुर,Madharpur
आपमती,Aapmati
सराय साबा,Saray Saba
ओमवतीदेवी,Omwaati Devi
नवापुरा,Nawapura
नीतू ंिसह,Neetu Singh
करमपुर बरसावाँ,Karampur Barsawaan
अ ० नौआबाद,A. 0. Nowabad
निनौरा,Ninaura
महेंदर सिंह,Mahendra Singh
घटरम्हा,Ghatramha
रायपुर मलिहाबाद,Raipur Malihabad
रहीमपुर,Rahimpur
महेशपुर,Maheshpur
ढफरा,Dhafra
अफशार,Afshar
बरियारेमऊ,Bariyaremau
मलखान तिवारी,Malkhan Tiwari
मौ0 करीमपुर उर्फ ढाँकर,Mau Karimpur Urf Dhankar
बालुअन खास,Baluan Khas
घौंसली राजा,Ghaunsli Raja
मरना,Marna
जकरून,Jakarun
रीमा राघव,Reema Raghav
रहीश बानो,Rahees Bano
मिर्चा,Mircha
विलनदपुर गददीपुर,Vilnadpura Gaddipur
गोरडीहा,Gordiha
परशुराम राम,Parshu Ram Ram
कटेरा देहात,Katera Dehat
भरखरे,Bharkhare
खेमरी,Khemri
टाण्डी,Tandi
सरोथरकठौतिया,Sarotherkathautiya
ऊँचाइस्लामाबाद,Unchaislamabad
जलालपुर फ फूद,Jalalpurf Food
भगौतापुर उ0,Bhagotapur U.
रामभजन उर्फ रामभवन,Ram Bhajan Urf Ram Bhavan
नवरंगी देवी,Navrangi Devi
मिश्रौलिया कला,Mishrauliya Kala
सादा बेगम,Sada Begam
गोंती तालुका पुरवा,Gonti Talauka Purwa
सबरहद,Sabarhad
सिहांसन,Singhasan
भिस्वा सरकारी,Bhiswa Sarkari
जोखनी देवी,Jokhni Devi
मुराहट,Murahta
अरमान खान,Arman Khan
धका,Dhka
औतारपुर,Autarpur
गढाबाघराय,Gadhabagharay
अशा देवी,Aasha Devi
समनपुर,Samnapur
अहरनसुबश,Ahrensubash
धनतुलसी,Dhantulsi
बसूली,Basuli
नारई,Narai
माहब्बत जहाँ,Mahaboob Jahaan
बन्दुआरी,Banduari
कुण्‍डरिया,Kundariya
कुरौंती,Kuraunti
बंटी चौहान,Bunty Chauhan
पुसौता,Pusoata
मटैहना,Mataihna
घलौली,Ghalouli
विजय बहादुर सिंह यादव,Vijay Bahadur Singh Yadav
जमरेही अव्वल,Jamrehi Awwal
करनपुर मजरा ज्यांेता,Karanpur Majra Jiyeta
चकनरायनपुर,ChakNaraipur
कुरिसा,Kurisa
अम्बुज कुमार,Ambuj Kumar
भगतानगला,Bhagtangala
भुजौली,Bhujauli
महीहरदो,Mahihardoh
आसमपुर,Asampur
पूरे खैरी,Pure Khairi
चिलला,Chilla
ताविनदानगर,TavinDanagar
बंचावली,Banchawali
सुकरौली,Sukarauli
अजीम बक्श,Azeem Baksh
डीह अशरफाबाद,Dih Ashrafabad
बड़नापुर,BardanaPur
नन्दपुर खोंड़रा,Nandpur Khonra
रायभानखेड़ा,RaibhanKheda
अमन प्रीति कौर,Aman Preeti Kaur
अगई भगाड़,Agaai Bhagaad
वालापुर,WalaPur
पथरा मु0,Pathra mu
गनपतिपुर बढ़ापुर,GanpatiPur Badaapur
पनरा,Panara
सोनवासी,Sonwaasi
रेखा पाल,Rekha Pal
चहनियॉ,Chahniyo
तिवडा जुनारदार,Tiwada Junardar
पचतौर,Pachtaur
रामसनेही पुत्र शिवनाथ,Ramsnehi Putr Shivnath
ओंतारी,Ontari
जौतिया सादुल्लापुर,Jautia Sadullahpur
बहोरावास,Bahoravas
बख्तियारा,Bakhtiyara
गौराकमालपुर,Gaurakamalpur
सोनापति देवी,Sonapati Devi
राजारेहुआ,RajaRehua
किशुरिहाई,Kishurihai
मंजू सिहं,Manju Singh
गणेशपुर,Ganeshpur
बेलवाबाबू,Belwababoo
देनपुरा,Denpura
अमीर नगर,Ameer Nagar
ब्राहमणपुर,Brahmanpur
मानकपुर बंजरिया,Manakpur Banjaria
मन्नतुन,Mannatun
बन्देपुर,Bandeypur
राजमणि विश्वकर्मा,Rajmani Vishwakarma
रहमापुर माफी,Rahamappur Mafi
जैलीजिरौली,Jaileejirouli
इंदरसेन,Indrasen
पप्पूचन्द,Pappuchand
साड़ी खुर्द,Sadi Khurd
भनवे,Bhanve
अंकुर पाल,Ankur Pal
रूकसाना,Ruksana
ढ़ोढे़पुर,Dhodhepur
सरभन्ना,Sarbhanna
रामोली,Ramolli
न0कैशो,N0kaisho
बरहाना,Barhana
डुमरांव,Dumraon
जकापुर चोबन उरफ पीभीपुर,Jakapur Chauban Urf Pibippur
सिहपुर अयोध्या,Sihpur Ayodhya
सथुआ,Sathua
दसगर पारा,Dasgar Para
वाजिदपुर,Wazidpur
इटाहा,Ithaha
श्रीकण्‍ठपुर,Shrikandhpur
चकजगबन्धन उर्फ मिश्रौली,Chakjagbandhan Urf Mishrauli
बरासऊ,Barasau
बसहूँ,Bashoon
मौजुददीननगर,Maujaddinnagar
अम्बरपुर मथेडी,Amberpur Mathedi
मजुई,Majuhi
नागल,Nagal
चितावनपुर,Chitawanpur
रुदउपुर,Rudaupur
अरखापुर,Arakhapur
पूसूलाल वर्मा,Pusulal Verma
पुरुष अनुसूचित जाति,Purush Anusuchit Jaati
तसलीमुन्नी निशा,Taslimmunni Nisha
मेउड़ी कलां,Meudi Kalaan
कान्हपुर,Kanhpur
टड़वलघाट,Tadwalghat
बासथान,Basthan
कुइत मन्दिर,Kuit Mandir
मेडवराकलां,Medwarakalan
सड़रापुर,Sadrapur
कजराकोल,Kajaracol
माधवनगर तुर्कहिया,Madhavnagar Turkhiya
रुदल प्रसाद,Rudal Prasad
बिहारे,Bihare
मकौड़ा,Makora
भीकमपुर मेघपुर,Bhikampur Meghpur
दौलतपुर फखराबाद उर्फ कायस्थ गांवडी,Daulatpur Fakharabad Urf Kayasth Gaonwadi
भूलनडीह,Bhoolandih
सेमरिया चरणदासी,Semariya Charandasi
गगनई बाबू,Gagnai Babu
हिंसामपुर,Hinsampur
चैनपुर वीरान,Chainpur Viran
बुलबुल नेवाज,Bulbul Nawaz
देवानंद,Devanand
चड़रई,Chadarai
खडसरा अजीजपुर,Khadsara Azizpur
बुढेडा,Budheda
सेन्दुली बेन्दुली,Senduli Benduli
मुहर मन सिंह,Muhar Man Singh
बीरो देवी,Biro Devi
कौलपती,Kaulpati
कढ़िया,Khadhia
टमकौली,Tamkauli
जगदीशगढ,Jagdishgarh
भीटा,Bheeta
कटैइया बल्देव सिंह,Kataiya Baldev Singh
भटियाना मीरपुर,Bhatiyana Mirpur
बहरुआई,Bahruai
अरमसराय,Aramsarai
बेगमपुर भौन्नावाला,Begamppur Bhaunnawala
अहमतुलनिशां,Ahmatulnishaan
सरकडा खास,Sarkada Khas
मिंटू उर्फ़ पिंटू,Mintu Urf Pintu
तरारा,Tarara
अमुता मिश्रा,Amuta Mishra
लक्ष्मणपुर,Laxmanpur
गुठावली टीकरी,Guthavali Teekri
डेईडीहा,Deediha
केवाड़ी मु ०,Kewaadi Mu
सरांयअकबराबाद,Saraiy Akabarabad
मौ0अलीपुर सुखानन्द,Mau0Alipur Sukhanand
महरमपुर,Mahrampur
चाँगौली,Chaangauli
आराजी इशेपुर,Araji Ispur
मवीकलां,Maaveekalan
शबी सिंह,Shabi Singh
टिमरों,Timron
भलुआई,Bhaluai
खाण्डा,Khanda
बरकछाकलां,Barakchakala
लतीफपुर धीर,Latifpur Dheer
निर्मला डीवी,Nirmala Devi
गंझेडी,Ganjeedi
अंगवल,Angwal
बोड़िया,Bodiya
कयोटी कला,Kayoti Kala
हैबतपुर डुभाव,Haibatpur Dubhaw
भदवही,Bhadwahi
मिश्रढाढा,Mishradhada
चकताला,Chaktala
सकरामऊ,Sakramau
उरूवा,Urwa
बदौली,Badauli
मो ० पुर असवाँ,Mo.0 Pur Aswan
जिरसमी,Jirasmi
खग्गाराम,Khaggaram
अहमद ताकीब,Ahmed Taqeeb
शीला देवी पत्नी श्यामज,Sheela Devi wife Shyamj
काकाठैर,Kakathar
मानवेन्द्र कुमार,Manvendra Kumar
झींगुर,Jhingur
परसामलिक,Parsamallik
ऐनुल्लाह अंसारी,Ainullah Ansari
बरोय,Baroy
गोमतीरानी,Gomtirani
चिंडौली,Chindauli
जमुरखा अनारक्षित,Jamurkha Unreserved
ममौली,Mamouli
जन्नतुल बेगम,Jannatul Begum
महिला कुसुम देवी,Mahila Kusum Devi
मुजक्फरपुर,Muzzaffarpur
गोपीनाथ पाठक,Gopinath Pathak
शनिदेव,Shani dev
पडखोरी,Padkhori
सिरसा नियाजपुर,Sirsa Niazpur
कुँअरपुर भटपुर,Kunwarpur Bhadrapur
डुमायल,Dumayl
तराइडीह,Taraidiha
सुनीता कनौयिा,Sunita Kanoujia
सिमनौड़ी,Simnaudi
अब्दुल नसीम,Abdul Nasim
शेखूपुर . आधारसिह,Shekhupur. Aaadharsinh
मगलपुरा,Magalpur
सौजना ता0आमखेडा,Saurjna Ta0 Amakheda
पछियानां,Pachhiana
आदर्श कुमार सिंह,Aadarsh Kumar Singh
खोटही,Khothe
मंझरियातिवारी,Manjhriatiwari
बब्बन खाँ,Babban Khan
अकबरपुरसराय,Akbarpursarai
विशुनपुरा 1,Vishunpur 1
मलमलिया उर्फ सिरसिया,Malmalia Urfa Sirsiya
गौरीरज्जन,Gaurirajjan
सावित्री पत्नी राजेश कुम,Savitri Patni Rajesh Kum
रामबबुई,Rambabui
देवकली,Devkali
छपिया उमराव,Chhapia Umrao
वरहुली,Varhuli
लिकेश वती,Likesha Vati
तेजना,Tejna
चाठी रफीपुर,Chaathi Rafipur
जगमेल सिंह,Jagmel Singh
छिव्वी,Chivvi
खाईखेड़ा,Khai Kheda
लुन्ठी,Lunthi
सैदौली गरथौली बुढानपुर,Saidauli Gartholi Budhanpur
अंगीरा,Angira
बघ्घून,Baghghoon
सरसतपुर,Sarsatpur
मौ0पुर सुजान,Mau0pur Sujan
सेवथा,Sevtha
सिरगिथा,Sirgitha
अन्दुआ,Aundua
लुहरगांव रानीपुर,Luhargaon Ranipur
जाति भारतलाल,Jati Bharatlal
विद्यावती,Vidayavati
अलीपुरा,Alipura
अनौरा,Anaura
सुथनाबरसोला,Suthnabarsola
पडहराखुरद,Padrah Khurud
अमलावती देवी,Amalavati Devi
रामधीन,Ramadhin
डीहा घाट,Deeha Ghat
मूड़ाडीहा,Mooradiha
फरेन्दहा,Farendha
तारवा उरफ सुकटिया,Tarwa Urfa Sukatia
रामदिन गौतम,Ramadin Gautam
जायदा वी,Jayada V
सराही,Sarahi
रेत वाडा,Ret Wada
मोबारकुन निशा,Mobarakun Nisha
पिपरा दौलाकदम,Pipra Daulakdam
बिरूनी,Biruni
बेचुलाल मौर्य,Bechulal Maurya
नैतुन नेशा,Naitun Nesha
नीलम त्यागी,Neelam Tyagi
धरांव,Dhraw
दिलआफेरीन,Dilaaferein
वेलासुल्तानपुर,Velasultanpur
नूर वेगम,Noor Begam
सरायरहिया,Sarai Rahi
नन्दू पुत्र स्व o जोखन,Nandu Putra Sw o Jokhan
दिव्या तिवारी,Divya Tiwari
जुबेदा बानो,Jubeida Bano
कौहारी,Kauhari
माचड़,Machar
मिलक मिर्जा फैयाज,Milk Mirza Faiyaz
मेघानगला जदीद,Meghnagala Jadeed
सरूआ जगली,Sarua Jagli
नवीवपुर,Naveevpur
बजरखा,Bajarkha
ईशु,Eshu
 खानापट्टी,Khanapatti
मैहर कवीरपुर,Maihar Kaviarpur
विठ्ठलपुर,Vitthlpur
हरिनाथ राय,Harinath Rai
उजया बानों,Ujjaya Bano
आइफा,Aifa
बजरहा बु0,Bajraha Bu
कूष्मा देवी,Koshma Devi
योगेंद्र कुमार त्रिपाठी,Yogendra Kumar Tripathi
कोटवारी,Kotwari
पूरब बेलावं,Poorab Belawan
दिनौडा,Dinaoda
""" संध्या देवी, सगौनी, भेड़ी, पिजड़ा, दरौदामाधवपुर, ","""Sandhya Devi, Sagoni, Bhedi, Pijra, Daraudamadhavpur, "
देवढिया,Devdiya
वाराचिर्रा,Varachirra
बरगवॉ,Bargawo
नरवाहन पुर,Narvahan Pur
बनेई,Banei
असगरी बानो,Asgari Bano
कटया लहंग,Katya Lahang
येतेन्द्र कुमार अत्री,Yetendra Kumar Atri
हरिवंशपुर बुजुर्ग,Harivanshpur Bujurg
हर्रैया मिश्र,Harraiya Mishra
ढिलवारी,Dhilwari
ढुलमती,Dhulumti
अनुसूचित जाति महिला -,Scheduled Caste Women -
अनुसूचित जाति,Scheduled Caste
संकल्पा देवी,Sankalpa Devi
अलीपुरखुर्द,Alipurkhurd
मठउछालगीरी,Mathuchchalgiri
बरवाकलां,Barwakalan
डड़वार बुजुर्ग,Dadwar Bujurg
निजामपट्टी,Nizampatti
कीर्ती कुशवाहा,Keerti Kushwaha
मो उमर खा,Mo Umar Kha
गढ़ियाजैनपुर,Ghajiainpur
कमलापुर उरफ वखतावरगज,Kamlapur Urf Bakhtawarganj
रितिका,Ritika
विनैका,Vinayka
लोधसी,Lodhsi
कुमोदनी,Kumodni
जौथौली,Jaithauli
पारा परसरामपुर,Para Parsrampur
बभनियावा,Bhabhaniyaawa
अनुरुद्ध सिंह यादव,Anurudh Singh Yadav
पथरदइया,Pathardaaiya
शौवीर,Shauveer
पदारथपुर,Padarthpur
सादिकपुर समरहा,Sadikpur Samraha
खगियापुर,Khagiyapur
कटरियासम्मनपुर,Katariyassammanpur
युसूफ खान,Yusuf Khan
लसडा कला,Lasda Kala
शाखाहारी,Shaakhaahari
कटांवाँ,Kataanwaa
महुआबांध,Mahubaandh
फूलपुर उरफ जगापुर,Phoolpur Urf Jagapur
फैजुल्लाहपुर,Faizullaahpur
बरसेर सिकन्दरपुर,Barsar Sikandarpur
ककराडीह,Kakaradih
गद्दोपुर,Gaddopur
कुनदुर,Kundur
पंकजराय,Pankajraay
रेही,Rehi
कुरिया ढ़ोढ़ों,Kuriya Dhhoddhon
सनदूर (मकरा),Sandur (Makra)
लवानी,Lawani
तिखवा,Tikhwa
लवजीत कौर,Lawjeet Kaur
इनरी,Inai
टेउगा,Teuga
सहोड़ा,Sahorra
सादामऊ,Saadamau
चक मुबारक महिउददीनपुर उर्फ जंजीरपुर,Chak Mubaarak Mahiyuddinpur Urf Janjirpur
कोपा बी.ए.,Kopa B.A.
गुलबदन देवी,Gulbadan Devi
उल्लामऊ,Ullaamau
रमाबाजपेई,Ramabaajpei
मुरलीगंज,Murliganj
संन्जु,Sanju
ररूवा,Raruwa
बस्ती देई,Basti Dei
लेदुका,Leduka
गढवां,Gadhwaa
ह0 पुर मसूरी,H0 Pur Masuri
हिनौती,Hinaauti
बढावली,Badhaawali
गोशन्देपुर,Goshandeypur
दानी प्रसाद,Dani Prasad
शाहपुर नौबस्ता,Shahpur Naubasta
हरदीगौरा,Hardigaura
न0 इनामी,No Inami
बहरीमऊ,Baharmmau
यशपाल गंगवार,Yashpal Gangwar
भरत चौहान,Bharat Chouhan
निधि कटियार,Nidhi Katiyar
नगेंद्र सिंह,Nagendra Singh
चांदपुरखुर्द,Chandpurkhurd
सिरसिया गोठा,Sirsiya Gotha
वीरई जहानावाद,Veerai Jahanabad
सैदपुर उवारी,Saidpur Uvari
कुमारी नेहा,Kumari Neha
घोरांग,Ghorang
कठउत,Kathut
विपिन कुमार तिवारी,Vipin Kumar Tiwari
रिम्पा देवी,Rima Devi
पिरथी पाल,Pirthi Pal
मैयराज,Maiyraj
न0 बदन,No Badan
एलाऊ,Elaau
जवाहिर उर्फ जवाहर लाल,Jawahir Urf Jawahar Lal
ढकिया परवेजपुर,Dhakia Parvezpur
गुदाऊ,Gadau
लौढियाखुर्द,Laudiyakhurd
मनोज सिसोदिया,Manoj Sisodia
जौनापुर,Jaunapur
सलीमपुर सीकी,Salimpur Siki
किश्वरजहा,Qishwarjaha
सथनीबाला खेडा,Sathnibala Kheda
हाथीपुर सराँय,Hathipur Saray
शेखपुर लाला ( नाराया,Shekhpur Lala ( Narya
रिछोला किफायुल्ला,Richhola Kifayullah
गौरा चुरियारा,Gaura Churiyara
सौरिख देहात,Saurikh Dehat
बटसरा,Batsara
साखूपारा,Sakhupura
िमलेश,Imlesh
पुनया,Punya
परना बगुलहा,Parna Bagulha
निहालपुर,Nih alpur
मदरामुकुन्दपुर,Madramukundpur
मौलाखोर,Maulakhor
बहादुरपुर बादा,Bahadurpur Bada
काविता,Kavita
खोराराम,Khoraram
मुड़सान,Mudsan
खौदकला,Khaudkala
चकरामपुर,Chakrampur
सुकहा,Sukha
मरदानपुरबरजी,Mardanpurbarji
आमानानकार,Amananankar
लोना कन्हरापुर,Lona Kanharapur
बडहरा कनहई,Badhara Kanhai
कूड़ा माफी,Kuda Mafi
मकरन्दरपुर ता O पिप,Makarandarpur Ta O Pip
अजमीना,Ajmina
तरहटी कार्लीजर,Tarhati Karliser
परमात्मा नन्द,Parmatma Nand
वैदा,Vaida
सकलदा,Sakalda
लालावती,Lalavati
कुडबल बनारस,Kudbal Banaras
भुजपुरा,Bhujupura
कोढा गालिब पट्टी उर्फ भाऊपुर,Koda Galib Patti Urf Bhaupur
भनौता,Bhanauta
नियमपालसिंह,Niyampalsingh
पचदेवरी माँफी,Pachdeveri Mafi
मुगौना,Mugauna
राधेकृष्ण चो o,Radhekrishna Ch O
रतनपुरी,Ratanpuri
बरगदवा,Bargawa
पाडली माण्डु,Padli Mandu
गरिमा वर्मा,Garima Verma
करहिया हजारी,Karahia Hazari
साखोपार,Sakhopar
मूडाडीहा,Mudadiha
छिछौना,Chhichhauna
साहिनपुर खेरिया,Sahinpur Kheria
कसार,Kasar
अलीपर कलां,Alipar Kalan
रामकुमारपाल पुरुष,Ramakumarpal Purush
गोमती,Gomti
धानपुर,Dhanapur
खेादायपुर,Khodapur
ननवाखेडी,Nanwakhedi
गोन्दालपुर,Gondalpur
उचहरा,Uchhara
किरन कौशल,Kiran Kaushal
मोतीपाकड़ श्रीकान्त,Motipakar Shrikanta
दौलतपुर खुर्द,Daulatpur Khurd
तसिया,Tasia
हरैया बु O,Hareya Bu O
गांगरानी,Gangarani
सरीनाथ,Sarinath
जालफनगना,Jalfangana
हिसामुद्दीनपुरपिपरा,Hisamuddinpurpipra
बचड़ा बचड़ी,Bachra Bachdi
नरसवॉ,Narsaw
वीरेन्द्र कुमार मिश्र,Virendra Kumar Mishra
ल,l
भभौरा,Bhabhura
सझवलिया,Sajhwalia
भोलाजोत,Bholajot
मु0पुर जसोहन,Mu0pur Jasohan
कोलाभार मझगवां,Kolabhaar Majhgav
रुवाब अली,Ruwaab Ali
भैंसुरिया,Bhainsuria
समिउननिशा,Samiunninsa
सरैया चलाकापुर,Saraiya Chalakpur
खरगजेपुर,Khargajepur
श्रीपुर,Shripur
अम्बारा,Ambara
मुन्नी देवी उर्फ मुन्नी शाक्य,Munni Devi Urf Munni Shakya
छिमौली,Chimouli
फटकढ़ौना,Fatkadhona
कनकोटा,Kankota
अहदा,Ahda
बडहराइनदर दतत,Badharainadar Dutt
गवाली,Gawali
एैंधी,Aindhi
चाड़ी,Chadi
मनि राम,Mani Ram
अश्वनी कुमार यादव,Ashwani Kumar Yadav
बिहारीपुर कुमरिखा,Biharipur Kumarikha
शाहदपुर गुलाल,Shahdadpur Gulal
गोबरा,Gobara
रसूलपुरवाकरगंज,Rasulpurwakarganj
भदसाना,Bhadasana
अवधनरायण मौर्य,Avadhnarayan Maury
घरवासपुर चौबे,Gharwaspur Chaube
मेहरल्लीपुर उर्फ भवरी,Meharsllipur Urf Bhavari
दूलीखेडा,Doolikheda
रसूलपुर उर्फ कालीपट्टी,Rasulpur Urf Kalipatti
सादाब खा,Saadaab Kha
जरवल देहात,Jarwal Dehaat
मसीत वलीनगर,Masit Walinagar
शेंखपुर सैदपुर,Shaikhpur Saidpur
भदौरा उर्फ घिनहा गांव,Bhadaura Urf Ghinha Gaon
गरुदीन,Garudeen
बिनावर,Binavar
गोपालपुर प्रथम,Gopalpur Pratham
प्रेम नारायन,Prem Narayan
अकबरपुर बिकू,Akbarpur Biku
न0हिमॉयू,N0himaoyu
कुसमा कुमारी,Kusma Kumari
गेहट,Gehat
शीतला खेडा,Sheetla Kheda
अभिसेख चौरसिया,Abhishek Chaurasiya
शेरपुरपरसरामपुर,Sherpurparsarampur
चकबसुही,Chakbasuhi
रामलाल,Ram Lal
बेलामती,Belamati
इन्दलसिंह,Indalsingh
चन्दवापुर,Chandwapur
बरनवार,Baranwar
चिम्माबांस,Chimmabans
पूनमगिरि,Poonamgiri
फरजंद खान,Farzand Khan
कमलेश कुमार विश्वकर्मा,Kamlesh Kumar Vishwakarma
बस्थनवा,Basthnawa
वीरेन्द्र राम,Veerendra Ram
सिहखेडा,Sihkheda
लगुचा,Lagucha
बीरेश कुमार,Biresh Kumar
बाड़ी वाला,Badi Wala
रानीजोत,Ranijot
ऊँचगाव,Unchgaon
मंगावती,Mangawati
रझैडा,Rjaida
रामनगर टप्पा वैश्य,Ramnagar Tappa Vaishya
हिमानी देवी,Himani Devi
पूष्पलता,Pushplata
चॉदनी देवी,Chandni Devi
मुतंजर मेहंदी,Mutanjar Mehndi
पकिडया हकीम,Pakidiya Hakim
किसिन्जर,Kissinger
विंध्यवासनी पाण्डेय,Vindhyavasini Pandey
बसैना,Basena
औतर,Autar
कटकुष्मा,Katkushma
पिछूती,Pichhuti
नीमका,Neemka
चक भडिगरा,Chak Bhadigra
भुवना खुर्द,Bhuwana Khurd
धर्मकला,Dharmakala
हाटी,Haati
कुडा मीरपुर,Kuda Mirpur
खाता नवदिया,Khata Navadiya
नटौली कलॉ,Natoli Kalo
मुनव्वरपुर उर्फ मुनीम,Munavvarpur Urf Munim
किशवरजहाँ,Kisavarjahan
नैनखेडा,Nainkheda
पिपरा कल्यान,Pipara Kalyan
सालपुर,Salpur
किंधौली,Kindhauli
विजयश्री,Vijayashree
शिवनाथपट्टी,Shivnathpatti
रूडकी,Rudki
30 रामपुरमथुरा,30 Rampurmathura
पड़ौली,Pauli
बुद्धीराम यादव,Buddhiram Yadav
इन्द्रौली,Indauli
देवगढ़ कमासिन,Devgarh Kamasin
साहूमई,Sahoomai
भौराघाट,Bhoraghat
यश्पाल,Yashpal
प्रान पियारी,Pran Piyari
नगला छत्तू,Nagla Chhattu
विरईपुर,Viraipur
उतरौला,Utraula
वेलाडांडी,Veladandi
असरासी,Asrasi
अनन्तपुर,Anantpur
सेह,Seh
रतुआनगला उर्फ महाराजपुर,Ratuanagla Urf Maharajpur
संध्या मौर्य,Sandhya Maurya
चिलावा,Chilawa
श्री ब्रिजेश,Shri Brijesh
मलिक बिलसरी,Malik Bilsari
भीकनपुर बझेरा,Bhiknapur Bazhera
परसिया इन्दरपुर,Parsiya Inderpur
विरसुआ,Virsua
परातासपुर,Parataspur
तेलीपुरा,Telipura
चक अभयराम,Chak Abhayram
बौरीसाल सुल्तानपुर,Baurisal Sultanpur
सताशी देवी,Satashee Devi
राजा पुर चौबारा,Raja Pur Chaubara
बुधनापार,Budhanapar
मुसाफिरखाना देहात उर्फ गुनैया,Musafirkhana Dehat Urf Gunaiya
अनुसूचित जाति रामलखन,Anusuchit Jati Ramlakhan
जाति,Jati
सेंटा खेड़ा,Senta Kheda
डयोढीडीह,Dyodhidi
शामली देवी,Shamli Devi
रोहनी खोजगीपुर,Rohni Khojgipur
फतेउल्लाहपुर,Fateullahpur
साड़ी go,Sari Go
दाऊपुर,Daupur
पिंकी सरोज,Pinki Saroj
दसगरपारा,Dasgarpara
ददानी,Dadani
शयामदेउरवा,Shyamdeoorwa
यसवंत सिंह,Yaswant Singh
बीथम नौगवा,Beetham Naugawa
सिंघड़ा,Singhra
धौला,Dhaula
भदावल,Bhadaval
रहटा युसुफनगर,Rahta Yusufnagar
गुंड़िया,Gundiya
शिवलचन्द्र,Shivlchandra
दवरिया खास,Dwariya Khas
कोरौवा,Korouwa
सिदौरिया,Sidauria
नरेंद्र प्रताप सिंह चौहान,Narendra Pratap Singh Chauhan
सीता राजपूत,Sita Rajput
बाल करन,Bal Karan
कदमलाल,Kadmalal
डिम्रौल,Dimraul
कदार उर्फ़ केदार,Kadr urf Kedar
सराय कायम,Sarai Kayam
भैसराऊ,Bhaisarau
शशि पाण्डेय,Shashi Pandey
कोमल देवी,Komal Devi
महमूद हुसैन,Mahmud Hussain
अलदादपुर नीवरी,Aladadpur Neevri
उमरौली,Umrauli
रायपट्टी,Raipatti
मठियाआलम,MathiyaAlam
चक घनश्यामदास,Chak Ghanshyamdas
धमनी खेडा,Dhamani Kheda
रामपुर कलॉ,Rampur Kalan
एनायत,Enayath
सबब्लपुर उर्फ सिलहट,Sabbalpur urf Silhat
बारेण्डा बुजुर्ग,Barenda Bujurg
मानवेन्द्र चन्द,Manvendra Chand
भगवानपुर कटघरा,Bhagwanpur Katghara
ढढनी रणवीर राय,Dhaddhani Ranvir Rai
तिलकपुर सहार,Tilakpur Sahar
मड़ना,Madna
अजेत कुमार,Ajeet Kumar
प्रतिभा मिश्रा,Pratibha Mishra
डावर,Dawaar
बमहनावा,Bamhanawa
नादह,Nadaha
करहिया हजारी,Karkahi Hazari
बरहेण्डा,Barhanda
टिनिचशुक्ल,Tinchishukl
फुटिया,Phutia
तुरसिया,Tursia
गिरिजा रानी,Girija Rani
मुडिया मुइउदीनपुर,Mudia Muaidinpur
गोडाखास,Godahas
पतवाडी,Patwadi
बसधाडा,Basdhada
गडहिया,Gadhiya
मऊदेहात,Maudehat
संतोष कुमार पाल,Santosh Kumar Pal
राजपूती,Rajputi
शैलाबी देवी,Sheilabi Devi
रवि मोहन,Ravi Mohan
सुरेश चन्द्र,Suresh Chandra
दूधली,Dudhli
धगवॉ,Dhagau
शखूपुर सरैया,Shakpur Saraiya
परसा स्टेशन,Parsa Station
रालभारी,Ralbharia
परसू नगला,Parsu Nagla
राम कुँवर,Ram Kunwar
नौहझील(नावली),Naujhil(Navli)
बेर्राव,Berraw
सहार,Sahar
सागर सेमर,Sagar Semar
आलम नवाज,Alam Nawaz
खेड़ा कलां,Kheda Kalan
महुरसा,Mahursa
जैमूर्ति,Jaimurti
फूला देवी उर्फ मूला देवी,Phula Devi aka Moola Devi
सिसवा ( बसनी ),Siswa ( Basni )
सिसौड़ा,Sisauda
उधोपुरा,Udhopura
भडवल सलेमपुर,Bhadwal Salempur
रौव्वालोहंगपुर,Rauwalohangpur
इनदलपुर,Indalpur
चंदपुरा,Chandpura
