Name,Transliterated
सूपा,Supa
नानकार,Nankar
घोसीपुरा,Ghosipura
खिरका,Khirka
गोसमपुर,Gosampur
सोहना,Sohna
पटवाई,Patwai
मडैयान बुद्धपुर,Madaiyan Buddapur
किरा,Kira
ढोलसर,Dholsar
मतवाली,Matwali
रेवडीकंला,Revdikala
बेरूआ,Berua
चन्द्रपुराकंला,Chandrapurakala
मझराघाट,Majhraghat
सागरपुर,Sagarput
छितौनी,Chhitoni
सरायमहेश,Sarai Mahesh
दनियापुर,Daniyapur
सैफनी,Saifani
खरसौल,Kharasol
बलुपुरा,Balupura
अलफगंज,Alfaganj
खाना,Khana
बडागाँव,Badagaon
मित्तरपुर अहरौला,Mitterpur Aharaula
काशवनगला,Kashwanagala
दिवियानगला,Divyanagala
जयतौली,Jaytaoli
करीमगंज,Karimganj
चकरपुरकदीम,Chakpurkadeem
भुडासी,Bhudasi
करैथी,Karaithi
खन्देली,Khandeli
शाहपुरदेव,Shahpurdev
मधुकर,Madhukar
ढकिया,Dhakiya
गदमर पट्टी मोती सि,Gadmar Patti Moti Si
भगवतीपुर,Bhagwatipur
नादरगंज,Nadarganj
खंजीपुरा,Khanjipura
रवानापट्टी ऊदा,Rawanapatti Uda
चकरपुर भूड़,Chakpur Bhoor
चतरपुर,Chatarpur
बन्दार,Bandar
उँचागाँव,Unchagaon
परौता,Parauta
ओसी,Osi
मामूरपुर बढौली,Mamurpur Badhauli
भौर की जदीद,Bhaur Ki Jadeed
अनवा,Anwa
बीगंज जदीद,Biganj Jadeed
जगेसर,Jagesar
मोतीपुरा,Motipur
चन्दपुरा सालिस,Chandpura Salis
गुजरैला,Gujraila
महेबा,Maheba
वमनपुरी,Vamanpuri
वगी,Bagi
आगापुर,Agapur
जौलपुर,Jaulpur
सिकरौल,Sikrol
मिश्रीनगर जनूबी,Mishrinagar Janubi
मडैयान जौलपुर,Madaiyan Jaulpur
मडैयान कली,Madaiyan Kali
बीसरा,Bisra
भैयानगला,Bhayanagala
भोट,Bhot
तालवपुर,Talwapur
किसरौल,Kisrol
करीमपुर शर्की,Karimpur Sharqi
मुतियापुरा,Mutiyapura
अशोकपुर,Ashokpur
कोयला,Koyla
कोयली,Koyali
इन्ड्री,Indri
जिठनिया शर्की,Jithania Sharqi
इन्ड्रा,Indra
सनैयाजट,Saniya Jat
सनैयासुख,Saniya Sukh
दबका,Dabka
नौगवां,Naugawan
लालूनगला,Lalungala
बांसनगली,Bansa Nali
अफजलपुर पटटी,Afzalpur Patti
अहमदनगर तराना,Ahmadnagar Tarana
पीपलगॉव,Pipalgaov
मोमिनपुर अहमदाबाद,Mominpur Ahmadabad
ककव्वा,Kakwa
फत्तेपुर,Fatehpur
भण्डपुरा,Bhandpura
दीनपुर,Dinpur
हरियाल,Hariyal
खजुरिया,Khajuria
अलीनगरजनूवी,Alinagarjanubi
नसरतनगर,Nasratnagar
हाजी,Haji
मडैयान शादी,Madaiyan Shadi
पट्टी कल्यानपुर,Patti Kalyanpur
पंजाबनगर,Punjabnagar
चिकना,Chikna
मढौली,Madhauli
चिकटीरामनगर,Chiktiramannagar
पसियापुरा जनूबी,Pasiyapura Janubi
विजईया,Vijaiya
मडैयान उदयराज,Madaiyan Udayraj
कैनिया,Keniya
लालपुर पट्टीकुन्दन,Lalpur Patti Kundan
फैजनगर,Faiznagar
हरदासपुर प्रतापपुर,Harsdaspur Pratapur
नयागॉव,Nayagaon
वहपुरा,Wahpura
लदौरानरायनपुर,Ladouranaraynpur
लदौरी,Ladouri
जुठिया,Juthia
भमरव्वा,Bhamarwa
डुण्डई,Dundi
तुमडिया,Tumdia
फैजुल्लानगर,Faizullaha
दुर्गनगला,Durgnagla
मगरमऊ,Magarmau
विचपुरी,Vichapuri
नगलिया कासमगंज,Nagliya Kasamganj
ईश्वरपुर,Ishwarpur
लालपुर कलां,Lalpur Kalan
अहमदाबाद,Ahmedabad
झुकझुण्डी,Jhukjhundi
कलैयानगला,Kalaiyangla
नसीमगंज,Nasimganj
हौसपुर नगली,Hauspur Nagli
परसुपुरा,Parsupura
अहमदनगर कलां,Ahmednagar Kalan
सरकडी,Sarkadi
दलेलनगर,Dalealnagar
सूरत सिंहपुर,Surat Singhpur
प्रानपुर,Pranpur
बैजनी,Baijni
बैजना,Baijna
बेनजीरपुरा उर्फ घाटम,Benjipur Urf Ghatam
सींगनी,Singni
रनुआनगला,Ranuangla
सहरिया नरपत,Sahariya Narpat
बजावाला,Bajawala
हकीमगंज,Hakimganj
सींगन खेडा,Singan Kheda
खौद,Khaud
जगतपुर,Jagatpur
आलीगंज बेनजीर,Aligang Benjir
खन्ना,Khanna
किशनपुर अटरिया,Kishanpur Atariya
सैजनीनानकार,Sainjinanukar
मिलक हासम,Milk Hasam
केसरपुर,Kesarpur
आंगा,Anga
मिलकमिर्जा फैयाज,Milkmirza Fayaz
धनुपुरा,Dhanupura
हरैटा,Hareta
ढक्का हाजीनगर,Dhakka Hajinagar
किशनपुर पनचक्की,Kishanpur Panchakki
खौदपुरा,Khaudpura
दरियागढ,Dariyagad
नगला गनेश,Nagla Ganesh
बगख्वा,Bagkhwa
नगलिया आकिल,Nagliya Akil
रतनपुर माली,Ratanpur Mali
मुरसैना,Mursaina
बढपुरा शुमाली,Badhpura Shumali
नवाबगंज शुमाली,Nawabganj Shumali
परचई,Parchai
कुम्हरिया,Kumharia
कुचैटा,Kuchheta
इमरता,Imarta
दिलपुरा,Dilpura
खिमोतिया बख्ती,Khimotiya Bakhti
बगडखाँ,Bagadkhan
देवरनिया शुमाली,Dewraniya Shumali
पुरैना,Puraina
क्रमचा,Kramcha
एचौरा,Ehaura
जिवाई कदीम,Jiwaikadeem
भौनकपुर,Bhaunkpur
अताई नगर,Atai Nagar
कमरूददीन नगर,Kamruddin Nagar
परम,Param
पुरैनियाकलां,Puraniyakalan
पुरैनिया खुर्द,Puraniyakhurd
करीगां,Karigan
कृप्या पाण्डेय,Kripya Pandey
कृपया हप्पू,Kripaya Happu
हरईया,Haraia
दुआवट,Duawat
ठिरिया विश्नू,Thiriya Vishnu
विक्रमपुर,Vikrampur
ऐंजनखेडा,Ainjangkheda
चिचौली,Chichauli
धनेली उत्तरी,Dhanely Uttari
पशुपुरा,Pashupura
मैनी,Maini
लखीमपुर विश्नु,Lakhimpur Vishnu
सिर्रा,Sirra
सिंगरा,Singara
खानपुर जदीद,Khanpur Jadid
जिवाईजदीद,Jiwaizadid
भवंरका,Bhavarka
रास इंडिया,Ras India
हलूनागर,Halunagar
गांनगला,Gangla
पिपलिया रायजादी,Pipliya Raijaadi
मदानगला,Madangla
धल्लिया,Dhallia
निपनिया,Nipania
मनौना,Manouna
भंवरकी,Bhavarki
कजियापुरा,Kajiapura
गुलाम गंज,Gulamganj
चैनपुर,Chainpur
हुरमतनगर,Hurmatanagar
गदैईया निकटहरसुनगत् महिला,Gadaiya Nikat Harsungat Mahila
चन्दुपुरा जदीद पिछड़ी,Chandupura Jadid Pichhadi
सिमरिया,Simariya
मौ 0 नगर नानकार पिछड़ी,Mau 0 Nagar Nankar Pichhadi
स्वार खुर्द,Swar Khurd
गंगापुर कदीम,Gangapur Kadim
रामनगरिया,Ramnagariya
रहसैना,Rhasena
जनूनागर,Janunagar
कपनेरी,Kapneri
मुझियाना,Mujhiana
केवलपुर,Kewalpur
हरदुआ,Hardua
सिलईबडागॉव,Silaibadagaon
देपरी बुजुर्ग,Depri Buzurg
हरदासपुर,Hardaspur
बबूरा,Babura
लखनाखेडा,Lakhanakheda
झुनईया,Jhunaiya
चन्दपुरा कदीम,Chandupura Kadim
चकरपुर,Chakpur
रूपपुर,Ruppur
कनौरी,Kanauri
जसमौली,Jasmauli
लोहापटटीभोलानाथ,Lohapattibholanath
76 लोहा पटटी भागीरथ,76 Loha Patti Bhagirath
77 अशोक पुर,77 Ashok Pur
78 पिपलाशिवनगर,78 Piplashinagar
79 रहपुरा,79 Rahpura
ळ् 80 बेगमाबाद निकट,80 Begmabad Nikat
ळ् 81 पटिया,81 Patiya
ळ् 82 करीमगंज,82 Karimganj
ळ 83 नगला उदई,83 Nagla Uday
ऴ 84 खाता चिन्तामन,84 Khata Chintaman
16 85 पीपल साना,85 Pipal Sana
86 सैडोली,Saidoli
ज्योहरा,Jyohira
अकौदां,Akaudan
तिराह,Tiraha
धमौरा,Dhamora
मेघानगला कदीम,Meghangala Kadim
पेगम्बरपुर,Pegamberpur
कमौरा,Kamora
जादोपुर,Jadopur
दुगनपुर,Duganpur
खमरिया,Khamariya
सिहारी,Sihari
दुलीचन्दपुर,Dilichndapur
रठौंडा,Rathonda
ऐमी,Aimi
पुरैनियाजदीद,Purainiajadid
धनेलीपूर्वी,Dhanel Purvi
रागजा,Ragaja
जालिफ नगला,Jalif Nagla
निस्वी,Niswi
भैंसोडी,Bhainsodi
क्योरार,Kyurar
बराखास,Barakhas
चकियाहयातनगर,Chakiahayatnagar
कोटरा,Kotra
पटना,Patna
मिलक मो ० बक्श,Milk Mo 0 Baksh
पट्टी कला,Patti Kala
मिलक नो खरीद,Milk No Kharid
हसनपुर उत्तरी,Hasanpur Uttari
लाडपुर सेमरा,Ladpur Semra
समरा रहमतगंज,Samra Rahmatganj
किशनपुर मौलागढ,Kishanpur Maulagadh
मानपुर उत्तरी,Manpur Uttari
खुशालपुर,Khushalpur
रजपुरा टाण्डा,Rajpura Tanda
जमालपुर गंज,Jamalpur Ganj
पर्वतपुर,Parvatpur
कुण्डेरा,Kundera
लोदीपुर नायक,Lodipur Nayak
दढियाल मुस्तकम,Dadhiyal Mustkam
दढियाल ऐहतमाली,Dadhiyal Aihatmali
मेवला कलां,Mewla Kalan
भाऊपुरा,Bhaupura
मुण्डिया रसूलपुर,Mundiya Rasoolpur
किशनपुर दुर्गनगला,Kishanpur Durganagla
मिलक खानपुर,Milk Khanpur
सीरकापट्टी कुण्डेसर,Sirkapatti Kundesar
मुबाना,Mubana
पीपलीनायक,Piplinaik
लाडपुर बीबी,Ladpur Bibi
खेडा गजरौला,Kheda Gajraula
लखमननगला,Lakhnannagla
रामनगर लतीफपुर,Ramnagar Latifpur
धर्मपुर पश्चिमी,Dharampur Pashchimi
चकगजरौला,Chakgajraula
महुआखेडा,Mahuakheda
लाम्बाखेडा,Lambakheda
चन्दपुरा सीकमपुर,Chandupura Sikampur
रतुआ नगला,Ratuwa Nagla
कसियाकुण्डा,Kasiakunda
करखेडा,Karkheda
बहादुर का मजरा,Bahadur Ka Majra
बादली,Badali
धीरजनगर,Dhirjanagar
सिकन्दराबाद,Sikandrabad
सहरिया ज्वाहर,Sahariya Jawahar
ढ़क्का नगलिया,Dhakka Nagaliya
सेंटा खेड़ा,Senta Kheda
मडवाहसनपुर,Madvahasanpur
टोडीपुरा,Todipur
सहपुरा,Sahpura
सिहोरा,Sihor
छितरिया जागीर,Chiteriya Jagir
पसियापुरा,Pasiyapura
खेमपुर,Khempur
रसूलपुर फरीदपुर,Rasulpur Faridpur
धनुपुर शाहदरा, Dhanupur Shahdara
समोदिया,Samodiya
बधुआखेडा,Badhua Kheda
शादीनगर नि ० भोट,Shadinagar Ni Bhaut
भोट वक्काल, Bhaut Vkkal
खेडा टाण्डा,Kheda Tanda
19nl? thing,19nl Thing
सईदनगर उर्फ मडैया,Saidanagar Urf Madaiya
छत्तरपुर,Chattarpur
हरनगला,Harnagala
हरदासपुर कोटरा,Hardaspur Kotra
सालवेनगर,Salvenagar
शहजादनगर,Shahzadanagar
बमना,Bamna
अहमदनगर,Ahmadnagar
माटखेडा,Matkheda
बिहारीनगर,Bihari Nagar
कुम्हरिया कला,Kumhariya Kala
टाहकला,Taha Kala
शादीनगर हजीरा,Shadinagar Hajira
मुस्तफाबाद खुर्द,Mustafaabad Khurd
कुंवरपुर नानकार,Kunwarpur Nankr
बिजडा,Bijda
रजानगर,Rajanagar
मिलक ताज खाँ,Milak Taj Khan
इमरताराय,Imratray
लाडपुर नि o,Ladpur Ni O
छपर्रा,Chaparra
रूस्तमनगर नि o,Rustam Ngr Ni O
मुकरमपुर,Mukarampur
फाजलपुर,Fazalpur
जालफनगना,Jalfa Nagna
मिलक दुन्दी,Milak Dund
मोहब्बतनगर,Mohabbatanagar
अलीनगर जागीर,Aligarh Jagir
अलीनगर उत्तरी,Aligarh Uttari
बूढी दढियाल,Budhi Dahiyal
जामिनगंज,Jaminganj
नरपतनगर,Narpatanagar
दूंदावाला,Dundawala
भूवरा मुस्तकम,Bhooora Mustkam
खौंदकला,Khon Kala
बिजारखाता,Bizar Khata
खानपुर उत्तरी,Khanpur Uttari
गूलड पीपलसाना,Guld Pipalsana
नानकाररानी,Nanakar Rani
शिवनगर नि ० लोहर्रा,Shivanagar Ni Loharra
आरसल - पारसल,Arsal - Parsal
पुसवाडा,Puswada
गद्दी नगली,Gaddi Nagli
केशो नगली,Kesho Nagli
भगवन्तनगर,Bhagwant Nagar
बगी,Baghi
गोविन्दपुरा,Govindpura
रस्तमनगर निकट राय,Rastamanagar Nikat Rai
सिमराबोरीपुर,Simraboripur
हिण्डोलिया भोलापुर,Hindoliya Bholapur
पालपुर कमालपुर,Palpur Kamalpur
धारूपुर ठाकुरान,Dharupur Thakurran
सैदूपुर लश्करीगंज,Saidpur Lashkrigang
मानपुर अहियापुर,Manpur ahiyapu
करौंदा,Karonda
वारीनगला,Waringala
परगँवा,Parganwa
लखौरा,Lakhotra
वभिया,Wabhiya
मानपुर चिकटिया,Manpur Chiktiya
नवीनगर,Naveen Nagar
चनेहटी,Chanhehti
चनेहटा,Chanheta
काधरपुर,Kadharpur
वुखारा,Wukhara
उमरसिया,Umarsuya
करना,Karna
महगवाँ उर्फ उचागांव,Magwan Urf Uchagaon
सरायतल्फी,Sarai Talfi
विरिया नरायनपुर,Viriya Narayanpur
इटौआ सुखदेवपुर,Itowva Sukhdeopur
सहसिया हुसैनपुर,Sahsiya Hussainpur
दौली रघुवरदयाल,Dauli Raghuvardayal
वलरूउ आजमपुर,Walru Azam pur
गौतारा,Gautara
जितौर,Jitour
जोगीठेर,Jogi Ther
चन्दपुर काजियान,Chandpur Kajiyan
चन्द्रपुर जोगियान,Chandrappur Jogian
वहजुईया जागीर,Vahajuia Jagir
धनेती खरगपुर,Dhaneti Khargapur
विचरावाल किशनपुर,Vichrawal Kishanpur
महेशपुर ठाकुरा,Maheshpur Thakura
रौंधी,Rondhi
अगुंरी ठाकुरान,Agunri Thakurpan
चौवारी,Chauwari
खजुआई,Khajui
अटा कायस्थान,Atta Kayasthan
अटापट्टी जनूनी,Attapatti Januni
अटा पट्टी शुमाली,Atta Patit Shumali
अभयपुर केशोपुर,Abhaypur Keshopur
इटौआ केदारनाथ,Itaua Kedarnath
कमुआ मकरूका,Kamua Makruka
करमपुर चौधरी,Karampur Chaudhri
कलारा,Kalara
कुआड़ाडा धिमनी,Kuadada Dhimni
खजुआ जागीर,Khajua Jagir
खितौसा,Khitousa
गोपालपुर अजीजपुर,Gopalpur Ajizpur
घघोरा घघोरी,Ghagora Ghagori
घघौरा पिपारिया,Ghaghora Pipariya
घुंसा,Ghunsa
घुरसमसपुर,Ghurmaspur
चकदहा भगवतीपुर,Chakdaha Bhagwatipur
चौपारा जनूबी,Chaupura Janubi
चौपारा शुभाली,Chaupura Shubali
जटऊ पट्टी,Jatau Patti
जौआ जाफरपुर,Joa Jafarpur
जादोंपुर,Jadunpur
तजुआ,Tajua
दभौरा खन्जनपुर,Dabhaura Khanjanpur
दोहरिया जागीर,Doharia Jagir
दोहना पीतमराय,Dohna Pitamrai
नौआ नगला,Naua Nagla
नौगवा घाटमपुर,Naugawa Ghatampur
पड़री हलवा,Padri Halwa
पचदौरा कला,Pachdaura Kala
पचदौरा दोहरिया,Pachdaura Doharia
पट्टी विहारीपुर,Patti Biharipur
परधौली,Parhauli
परसू नगला,Parsu Nagla
पीपलसाना खातीयान,Pipalsana Khatian
पीपलसाना चौधरी,Pipalsana Chaudhri
प्रहलादपुर,Prahasapur
फरीदापुर रामचरन,Faridapur Ramcharan
बजरिया जागीर,Bajaria Jagir
वीरपुर उर्फ कासमनग,Virpur Urf Kasmanag
वीरपुर मकरूका,Virpur Makruka
बुझिया जनूवी,Bujhia Janubi
बिलवा,Bilwa
बोहित,Bohit
भैरपुरा खजुरिया,Bhairapura Khajuria
मकरन्दापुर,Makrandapur
मझौआ गंगापुर,Majhaua Gangapur
सेड़ा भसीत,Sera Bhasit
महेशपुर शिवसिंह,Maheshpur Shiv Singh
मिलकइमामगंज,Milkimamgnaj
मुड़िया चेतराम,Mudiya Chetram
मैमोर,Maimor
रम्पुरा माफी,Rampura Mafi
रहपुरा करीमबख्श,Rahpura Karim Bakhsh
लखमपुर,Lakhampur
लाड़पुर,Ladpur
सव्जीपुर खाता,Sabjipur Khata
मुड़िया हाफिज,Mudiya Hafiz
सागलपुर,Sagalpur
सुरला,Surla
हरवंशपुर उर्फ लक्ष्मीय,Harvanshpur Urf Lakshmi
बिथरी चैनपुर,Bithari Chainpur
बेनीपुर सादात,Benipur Sadat
उदयपुर जशरथपुर,Udaypur Jashrathpur
उड़ला जागीर,Udrla Jagir
तैयतपुर,Taiyatpur
पुरनापुर,Puranapur
बालीपुर अहमदपुर,Baliur Ahmapar
भूड़ा,Bhuda
नगरिया कलां,Nagaria Kalan
चावड़,Chawad
मनहेरा,Manhera
परेवा कुईयां,Parewa Kuiyan
खाईखेड़ा,Khaikheda
लहिया,Lahiya
भड़रिया,Bhadaria
सरकड़ा,Sarakda
चन्द्रपुरबिचपुरी,Chandrappurbichpuri
अब्दुल्लापुरमाफी,Abdullahpurmafi
मोहनपुर उर्फ रामनगर,Mohanpur Urf Ramnagar
सैदूपुरकुर्मियान,Saidupurkurmian
पहरापुरवसावननगरिय,Pahrapurvasavannagariy
भरतौल,Bharatol
कलारी,Kalari
इटौआबेनीराम,Itaua Beniram
उगनपुर,Uganpur
नवदिया हरकिशन,Navdia Harkishan
गुलड़ियारजकुलनिशां,Gulariyarshajnishan
कलांपुर,Kalamapur
भगवानपुर धीमरी,Bhagwanpur Dhiimari
अडूपुराजागीर,Adoopu Rajageer
चैनामुरारपुर,Chainamurarpur
भंडसर,Bhandsar
त्रिकुनिया,Trikooniya
म्यड़ीखुर्दकलां,Myari Khurd Kala
रजपुरीनवादा,Rajpuray Nawada
कमुआकलां,Kamua Kala
गूंगा,Goonga
मनपुरिया दलेल,Manpuria Dalel
परसौना,Parsouna
भिन्डौलिया,Bhindauliya
गोपालपुर नगरिया,Gopalpur Nagariya
परातासपुर,Pataaspur
आलमपुरगजरौला,Alampur Gajraula
नरियावल,Nariyaawal
पदारथपुर,Padarthpur
सैदपुरखजुरिया,Saidpur Khajuriya
मुड़िया अहमदनगर,Muriya Ahmednagar
अहिलादपुर,Ahiladpur
रजपुरामाफी,Rajpura Mafi
सैदपुर चुन्नी लाल,Saidpur Chunni Lal
कुम्हरा,Kumhra
सिंघाई कायस्थान,Singhai Kayasthaan
तिवरिया,Tiwariya
सिंघाई मुरावान,Singhai Muraawan
सावर खेड़ा,Sawar Kheda
कुवंरपुरबजरिया,Kunwarpur Bajariya
डंडिया,Dandiya
मल्हपुर,Malhpur
सिली जागीर,Sili Jagir
उतरसिया महोलिया,Utarsiya Maholiya
उतरसिया समुखिया,Utarsiya Samukhiya
दईया वोझ,Daiya Bojha
आम खेड़ा,Aam Kheda
पचपेड़ा,Pachpeda
ग्वारी,Gwari
नदेली,Nadeli
राई नवादा,Rai Nawada
वहापुर,Wahapur
पिदारी अशोक,Pidari Ashok
नौली,Nauli
माधौपुर,Madhaupur
मुडिया मुर्करमपुर,Muriya Murkarampur
डांडी अभयचन्द्र,Dandi Abhayachandra
नजर गंज,Nazar Ganj
रतन गढ,Ratan Gadh
पिदारी अभयचन्द्र,Pidari Abhayachandra
रेत वाडा,Ret Wada
खतौला,Khataula
विशनपुर गुलडिया,Vishnupur Guldiya
भोजपुर जोगीठेर,Bhojpur Jogi Theer
गरीवपुरा,Gareebpura
जसाई नगर,Jasai Nagar
भिलइया,Bhiliya
आखा,Aakha
छितौनिया,Chhitauaniya
मल्हपुर सवरहा,Malhpur Sawarha
खुंटिया,Khuntiya
पुनई,Punai
सकरस,Sakras
विजौरिया,Vijauriya
मितापुर जागीर,Mitapur Jagir
विहारीपुर,Vihaaripur
जाम सावन्त शुमाली,Jaam Saawant Shumali
जाम सावन्त जनूवी,Jaam Saawant Janoobi
रूडकी,Roodki
आदलपुर,Adalpur
इटौआ धुरा,Itauwa Dhura
उनई मरूका,Unai Maruka
वाकौली,Waakauli
मन्डनपुर सुमाली,Mandanpur Sumali
सिमरा,Simra
डूडा सुमाली,Dooda Sumali
मिर्जापुर औरंगाबाद,Mirzapur Aurangabad
गुरसौली,Gursauli
मिजापुर रंजीत,Mizapur Ranjit
रतनपुर उर्फ नौडाडी,Ratanpur Urf Noudhaadi
टाडा छंगा,Taada Chhanga
चुवकिया,Chuwakiya
नरसुआ भैरपुरा,Narsua Bhairapura
लहसोई,Lahsoi
भैसिया,Bhaisiya
वहीपुर,Wahipur
सियाठेरी,Siatheri
खिजर पुर,Khizr Pur
सुकटिया,Sukatiya
वंजरिया,Banjariya
टेहरा,Tehra
मोहम्मदपुर,Mohamadpur
टांडा मीरनगर,Taanda Meer Nagar
लखनपुर,Lakhanpur
वुझिया,Wujhiya
वरगंवा,Warganwa
भकावा,Bhakawa
जाम अन्तरामपुर,Jaam Antrampur
जुआ जवाहरपुर,Jua Jawaharapur
सिसई,Sisai
जसनपुर,Jasnpur
मवईकाजियान,Mawai Ka Jiyaan
पंडेरा,Pandera
मंण्डनपुर जनूवी,Mandanpur Janoobi
चकनरकुन्डा,Chaknarkunda
राजूनगला,Rajunagala
तिलमाची,Tilmachi
जाम खजूर,Jam Khajoor
शाहपुर डाडी,Shahpur Dadi
गुडवारा,Gudwara
मुरारपुर उर्फ मुरचौड़ा,Murarpur Urf Murchauda
इटौआ,Itaua
अमृता,Amrita
रोहिली,Rohili
कुंवरगढ़ा,Kunwargaha
गनूनगला,Ganunagala
गहलुइया,Gahaluia
वसुधरन जागीर,Vasudharan Jagir
टाडा मानपुर,Tada Manpur
आकलाबाद,Aklabad
व्यौंधा,Vyoundha
नगरिया खुर्द,Nagaria Khurd
रहपुरा घनश्याम तकिय,Rahpura Ghanshyam Taqiy
घाटगांव,Ghatgaon
निर्गुआ,Nirgua
पखुरनी,Pakhurni
चठिया,Chathia
कमालपुर शुमाली,Kamalpur Shumali
भदरक,Bhadrak
धनुआ,Dhanua
गुनाहट्ट,Gunahatt
पंडरी,Pandari
26 कनकपुरी भौता,26 Kanakpuri Bhauta
27 रूस्तमनगर,27 Rustamnagar
28 मानपुर,28 Manpur
29 परेवा,29 Parewa
30 मवई जरैल,30 Mawai Jarail
31 सराय,31 Sarai
32 मोहम्मदपुर,32 Mohammadpur
33 ढकिया ठाकुरान,33 Dhakiya Thakurran
34 मदनापुर,34 Madanapur
35 लखा,35 Lakha
36 गुलड़िया,36 Guldiya
37 जाफरपुर,37 Jafarapur
38 तिगरी,38 Tigiri
39 पदमी,39 Padmi
40 विल्सा,40 Wilsa
41 बल्ली,41 Balli
बूची,Boochi
धरमपूरा,Dharampura
ढकिया डाम,Dhakiya Dam
मल्साखेड़ा,Malsakheda
सहोड़ा,Sahora
भड़ासी,Bhadrasi
बसई जोखनपुर,Basai Jokhanpur
हल्दीकलाँ,Haldikala
सिहौर,Sihor
दोदआलमपुर,Dodaalampur
म्युड़ी बुजुर्ग,Myuri Buzurg
रास,Raas
गनेशपुर,Ganeshpur
धनेली,Dhaneli
बकैनियाँ वीरपुर,Bakainian Virpur
दुनका,Dunka
सिमरांवा,Simraanva
स्वालेमुजाहिदपुर,Swale-mujahidpur
डेलपुर,Delpur
वरीपुरा,Varipura
इस्लामपुर,Islampur
नगरिया क,Nagaria K
कबरा किशनपुर,Kabara Kishanpur
उदरा,Udra
भुड़वा,Bhurwa
बसन्तनगर,Basantanagar
खमरिया गोपाडांडी,Khamaria Gopandiandi
रहपुरा गनीमत,Rahpura Ganimat
बैकरनन्दा,Baikarnanda
भूला भुलनिया,Bhoola Bhulaniya
भोजपुर सर्वसुख,Bhojpur Sarvasukh
कठर्रा,Kathorra
अभयपुर महमूदपुर,Abhayapur Mahmudpur
सिंगतरा,Singטרה
पचुआ,Pachua
पैगा,Paiga
बालपुर,Balpur
कचनारी,Kachanari
मिलक पिछौड़ा,Milk Pichuora
खड़ारामनगर,Khadarmanagar
दोपहरिया,Dopaharia
मंगदपुर,Mangdapur
जाफरा,Jafra
पुरैनाताल,Purainatal
गुलड़िया मो ० हुसैन,Guldia M 0 Hussain
कनमन,Kanman
वसुपुरा,Vasupura
अर्सियाबोझ,Arsiabozh
भूड़ाबहादुरपुर,Bhurda-bahadurapur
इग्राह,Igaraha
मुड़िया नसीर,Mudiya Nasir
वोडा,Voda
ठिरिया नथमल,Thiriya Nathmal
सिंगोथी,Singhothi
लवेदी,LaVedi
मुड़िया नवीवक्श,Muria Naveevaksh
सिधौरा,Sidhoura
जागनडाडी,Jagandadi
भैरपुरा,Bhairapura
पुरैनिया,Puraniya
जोखनपुर,Jokhanpur
खिरनी,Khirni
डडियानगला,Daddiyangala
मुरारपुर,Murarpur
मिन्तरपुर,Mintarpur
कुडरा,Kudhra
पिपरानानकार,Piprananankar
वकैनिया स्वाले,Vakainiya Swale
गरगईया,Gargaiya
वांसवोझ,Vansvoz
चुरैली,Chureli
मगरीनवादा,Magrinavada
नगरिया विक्रम,Nagariya Vikram
बकैनिया,Baikaniya
टाँडा सिकन्दरपुर,Tanda Sikanderpur
किसुर्रा,Kisurra
पचोमी,Pachomi
भगवानपुर फुलवा,Bhagwanpur Fulwa
नवादावन,Navadavan
सिसैयामगनपुर,Sisaiyamanagpur
शाहपुर बनियान,Shahpur Baniyaan
रजऊपरसपुर,Rajauparspur
हृदयपुर उर्फ अँधरपुरा,Hrdaypur Urf Andherpura
रसुइया,Rasuiya
गाँधीनगर उर्फ जेड,Gandhinagar Urf J
बाहनपुर,Bahanpur
दुधोका,Dudhoka
रुरिया,Ruria
खेमूनगला,Khemunngala
लौंगपुर,Longpur
विलेहरा,Vilehara
नौगवाँ,Naugawan
जिगनिया हरचालमुहात्,Jiganiya Har Chalmuhat
सारीपुर,Saripur
गौसगंज सराय,Gausganj Sarai
मझौआ फर्रखपुर,Majhua Farrakhpur
नवादाविलसन्डी,Navadavilsandi
सितारगंज,Sitarganj
ढंदूली,Dhanduli
खल्लपुर,Khallpur
करपिया खुर्द,Karpia Khurd
मोहनपुर ढढरूआ,Mohanpur Dhadrhua
नव दिया कल्यानपुर,Nav Diya Kalyanpur
ओसढ़,Osad
नवदिया इ ० सहोड़ा,Navdia Urf Sahoda
रम्पुरा रतन,Rampura Ratan
रम्पुरा तख्त,Rampura Takht
कुइयाँ उगनपुर,Kuiya Uganpur
पढेरा,Padhera
कादरगंज,Kaderganj
वेहरा,Vehra
नगरिया कलाँ,Nagariya Kalan
इटौरिया इ ० शिवपुरी,Itouria Urf Shivpur
बन्डिया खुर्द,Bandia Khurd
सुकटिया सिंघावारी,Sukatiya Singhavari
बरगवाँ,Bargwan
बीलपुर,Bilpur
भगवानपुर कुन्दनपुर,Bhagwanpur Kundanpur
कुठला,Kuthla
झादा,Jhada
हरेला,Harela
कजरौटा,Kajrauta
तराखास,Tarakhas
डगरोली,Dagroli
लधौलीकलाँ,Ladhauli Kalan
अमृता इ ० शिवपुरी,Amrita Urf Shivpur
करतोली,Kartoli
रिछा,Rricha
दौलतपुर करेना,Daulatpur Karena
सुन्हा,Sunha
रावलकला,Rawalkala
पड़ोली,Padoli
लाडपुर मुड़िया,Ladpur Muria
सिघाई कला,Sighai Kala
सहोड़ाखुर्द,Sahodakhrurd
