Name,Transliterated
मिथिलेश,Mithilesh 
कमला,Kamla
केवरा कला,Kewra Kala
अंजना त्रिपाठी,Anjana Tripathi
रायपुर टप्पा हवेली,Raipur Tappa Haveli
कनकराजी,Kanakraji 
श्यामकली,Shyamkali 
हजरतुलनिशा,Hazratulnisha
भिलौराबसती,Bhilaurabasti
बरेन्दर,Barendar
ओझा पटटी,Ozha Patti
गोरियापुर,Goriapur
रमेश चौधरी,Ramesh Choudhary
महशपुर,Mahashpur
रूहीफात्मा,Roohifatma
धरमपुर सुसवन बुजुर्ग,Dharampur Suswan Buzurg
शमी देवी,Shami Devi
चंद्रवती,Chandravati
चन्दवारा अनारक्षित,Chandwara Anarakshit 
तालसपुरकला,Talsupurkala 
कविता रानी उर्फ़ कविता जयसवाल,Kavita Rani Urf Kavita Jaiswal
उजागरसिंह,Ujagarsingh 
सरदहा,Sardaha 
खेडापरसौली,Khedaparsauli 
कैड़ा,Kaida 
सत्यवती,Satyawati 
सविता,Savita 
गुटुहरू,Guturu
रामकृनेकल,Ramakrinekal 
धमना,Dhamana 
भिखारीरामपुर,Bhikarirampur
कुरंग,Kurang 
पऊनगला,Paunagala 
हरना नरायनपुर,Harna Narayanpur 
गंगेहरा गुलालगंज,Gangehra Gulalganj
बौसा,Bausa
नीमा चौधरी,Nima Choudhary
रेवारीपसियाखेडा,Rewaripasiykheda
ईकरी वसियानी,Ikri Vasiyani
अहिरौली पडरी,Ahirauli Padri
टेण्डवा बसन्तपुर,Tendwa Basantpur 
शाहिनपुरखेरिया,Shahinpukhria 
भसमा,Bhasma 
मो0 सारिक,Mo Sarink 
उसमत बेगम,Usmat Begum 
लाखीपुरकपसा,Lakhipurkpsa 
दादनपुर ठकपुरा,Dada npur Thakpura 
पन्हौना,Panhauna
छयादेवी,Chhaydevi
वासखेड़ा खुर्द,Vaskheda Khurd
मुकेरिया,Mukeria
सठिया,Sathia
नौरंगी देवी,Naurangi Devi
सर्वीपुर,Sarvipur
करमहा बुजुर्ग,Karmaha Buzurg
अटरा कलां,Atra Kalan
गरुदीन,Garudin
माजरी कलॉ,Majari Kalo
भैरीपुर,Bhairaipur
रामपुर पंवारा,Rampur Panwara
नगवा चकमुफती,Nagwa Chakmuffti
सिउरा,Siura
सिद्धि आनो,Sidhi Anno
कुड़िया चितौना,Kudiya Chhitouna
बरैचा,Barecha
जौरा पट्टी अचल,Jaura Patti Achal
मोडकलां,Modkalan
जसोई,Jasoi
भौतीखेड़ा,Bhotikheda
करेन्द्र,Karendra
देवरिया मीर,Devaria Mir
मनौव्वर हुसेन,Manauvwar Hussain
पिछड़ी जाति महिला - महिला,Picchhadi Jaati Mahila - Mahila
मुरारा,Murara
कठेरूआ,Katherua
भागैन,Bhagna
पूँछ,Poonch
गारदापुर,Gardapur
करीमगज,Karimganj
फतियापुर,Fatiyapur
महराजनगर,Maharajanagar
उदवापुर,Udwapur
नतवार,Natwar
ओमवती उर्फ़ रीना,Omwati urf Rina
लन्दनपुर ग्रन्ट,Londonpur Grant
इन्द्रपुरसुजानपुर,Indrapursujanpur
शैलेन्द्र शाही,Shailendra Shahi
खेलीखास,Khelikhas
लवलेश कुमारी,Lavlesh Kumari
अवध रानी,Avadh Rani
सलहतिया,Salahatiya
सवराकुण्ड,Savarakund
बरवारा,Barwara
अमाननगर,Amannagar
सोनिका कुमारी,Sonika Kumari
अनेक कुमार,Anek Kumar
रहदवा,Rahdwa
ओगेस कुमार,Oges Kumar
जय सिंह बिन्द्रा,Jai Singh Bindra
इसमाइलगज,Ismailganj
रामपुरदुवे,Rampurdue
दौलतियारपुर,Daulatiyarpur
छेरासी,Cherasi
रूस्तमपुर ढोला,Rustampur Dhola
भुड़वा,Bhudwa
लोही घूरी,Lohi Ghuri
वागेश कुमार,Vagesh Kumar
दरियापुर उरफ गुलालपुर,Dariyapur Urf Gulalpur
गैसुपुर,Gaisupur
चन्दा केवट,Chanda Kewat
भीमी,Bhimi
शेखपुरगढू,Sheikhpurgarh
शमीबानो,Shamibano
बहरैची,Bahraichi
रूद्ररगढ़ नौसी,Rudrargh Naus
पुरांय,Purany
बजडू,Bajdu
मनापुर उरफ वगईकला,Manapur Urf Vagaikala
सरायदूल्हा,Saraydullah
हथिया,Hathiya
निजामपट्टी,Nizam Patti
अहरई बिचनपुर,Ahrai Bichnapur
सुखरामपुर,Sukrampur
मल्दा,Malda
रेडी मोहिद्दीनपुर,Redi Mohiuddinpur
नीमखेरिया,Neemkheria
रारबड़ी,Rarbadi
कौशलेन्द्र ओझा,Kaushalendra Ojha
कमलेश्,Kamlesh
भूल,Bhool
कमरपासा,Kamrapasa
रामपुर पट्टी सरनाम,Rampur Patti Sarnam
मई,Mai
ढका,Dhaka
टाहकंला,Tahaknla
फलराज,Falraj
कुअरपुर काशीदीन,Kuarpur Kashideen
तरावुन निशा,Taravun Nisha
सीमा कपूर,Seema Kapoor
शैलेंद्र कुमार,Shailendra Kumar
कसौण्डर,Kasaunder
इकरारजहाँ,Ikrarjahan
न ० गहियर,N 0 Gahier
बलरई,Balrai
गोमतीरानी,Gomtirani
लीलौर सहसा,Lilour Saha
खैरुद्दीनपुर,Khairuddinpur
तुलसीपट्टी,Tulsipatti
अख्तियारी कोटिला,Akhtiyarikotla
सरैरा,Saraira
कयोटी कला,Kayotikalan
मोहित कुमार शर्मा,Mohit Kumar Sharma
अरियासो,Arialso
कन्हैया बक्स सिंह,Kanhaiya Baksh Singh
राधेश्वर तिवारी,Radheshwar Tiwari
जसौरा विरसिंहपुर,Jasaura Vir Singhpur
भैसाड,Bhaisad
गिरजा देवी पत्नी विजयी,Girja Devi Patni Vijayi
दुखभन्जन पुत्र रामराज,Dukhbhanjan Putra Ramraj
बैरिया डीह,Bairia Deh
पूरेदरबार,Puredarbar
कायल,Kayal
बलुआ शमशेर शाही ।,Balua ShamSher Shahi
डकरावर कलां,Dakravar Kalan
खरगपुर जांगीर,Kharagpur Jangir
गोविंद सिंह,Govind Singh
रामकली,Ramakali
कोदई राम,Kodai Ram
झिन्ना देवी,Jhinna Devi
ऊष देवी,Oosh Devi
जैनफू,Jainfu
खानपट्टी,Khanpatti
भवानीपुर मंगरावॉ,Bhawanipur Mangrao
सौब्वर हुसेन,Souwar Hussain
पचीपुराकलां,Pachipurakalan
मीरावती,Miravati
इन्दु यादव,Indu Yadav
कुरसठ ग्रामीण,Kurassath Gramin
किछूटी किशुनदासपुर,Kichhuti Kishundaspur
चाऊ सहसपुर बाघी,Chau Sahaspur Baghi
चुचैला खुर्द,Chuchaila Khurd
इकौंदा,Ikouda
डेहरा रामपुर,Dehra Rampur
कोहली,Kohli
राधिका पत्नी प्रभुनाथ,Radhika Patni Prabhunath
खेदीपुर,Khedipur
अराजी कन्दला,Araji Kandla
नन्दपुर,Nandpur
मुबारकपुर कु ०,Mubarakpur Ku
मिथलेश उपाध्याय,Mithlesh Upadhayay
सराय सागर मालटारी,Saray Sagar Maltari
नदेसर,Nadesar
बलियां दक्षिण,Balian Dakshin
हरचन्दपुर,HarChandpur
विस्टौली बुजुर्ग,Vistoli Bujurg
चकपृथ्वीपुर,Chakprithvipur
सिरोमन,Siroman
रठौरा कला,Rathaura Kala
पुरवायां,Purwayan
रायअसकरनपुर,Rayaskaranpur
नसीरपुर नैनसिंह,Nasirpur Nansingh
फुलैरा,Fuleria
अमसहां,Amsahan
बैजूडीहा,Baiju Diha
लालेन्द्र,Lalendra
अठोंदना,Athondna
गिधरैया,Gidhraiya
गोरेमऊ कलॉ,Goremau Kala
जहाना,Jahana
श्रीमति बिमलेश,Srimati Bimlesh
अरईलदीगरपट्टी,Arail Digar Patti
नगला चमरू,Nagla Chamaroo
सियावाँ,Siawan
भटा,Bhatta
भटिउरा पृथ्वीपुर,Bhatiura Prithvipur
गुज्जोदेवी उर्फ आशा,Gujjodevi alias Asha
क्योटाना - हरदोपट्टी,Kyotana - Hardopat
अनीभोज,Anee Bhoj
बसई असरफपुर,Basai Asrafpur
अखत्यारपुर,Akhayatapur
रहमतपुर ग्रंट,Rahmatpur Grant
बीना माजरा,Beena Majra
अलका सोलंकी,Alka Solanki
सरायमुगल,Sarai Mughal
घरूआ सर्की,Gharua Sarki
गौरी मंगलपुर,Gouri  Mangalpur
खजूरी बाबू,Khajuri Babu
सुल्तानपुर द्वितीय,Sultnapur Dwitiya
नकटहाँ,Nakthan
छट्ठू यादव,Chatthu Yadav
नईमुद्धीन,Naee Muddin
लाल हरी राम,Lal Hari Ram
विघुत कुमार मिश्र,Vighut Kumar Mishra
खिरीरी मसतीपुर,Khiriri Mastipur
खैरुल्लापुर,Khair Ullapur
वयोधन खुरद,Vayodhan Khur
राम बचन पाल,Ram Bachan Pal
पुजा मिश्रा,Puja Mishra
आशरानी,Asharani
गुलली,Gullee
चहोड़ा शाहपुर,Chahora Shahpur
पेम्पुर,Pem Pur
मलगाँव,Malgaon
मोलाहेडी,Molahedi
द्याशंकर,Dyashankar
गुल्लू प्रताप,Gullu Pratap
राजदीप सिंह,Rajdeep Singh
मूसापुर,Musapur
अव्दुल हकीम,Abdul Hakeem
गढी़,Ghadi
रणमो,Ranmo
मो नफीस,Mo Nafees
गुजरतीया,Gujartiya
रामपुर कला,Rampur Kala
सिकन्दरपुर कायस्थान,Sikandarpur Kayastha
रूवी उर्फ़ रजनी,Roovi Urf Rajni
बल्दीपुरवा,Baldipurva
बरमहपुर,Baramhpur
करोडा देवी,Karoda Devi
मालती देवी,Malti Devi
राम पाल,Ram Pal
मु0पुर जसोहन,Mu0pur Jasohan
रामभुवन सिंह,Rambhuwan Singh
बाल करन,Bal Karan
मजगवां,Majgawan
सेमरूआ,Semarua
पहाड़ापुर कुतुलूपुर,Pahaadapur Kutulupur
रवीन्द्र किशोर राय,Ravindra Kishore Rai
करौली,Karauli
बरखना हरचंदपुर,Barkhana Harachandpur
कवलपटटी,Kavalpatti
बढ़या भोथियाही,Badhya Bhothiyahi
कोडरी दीगर,Kodri Digar
भगड़िया,Bhagaria
पिपरथरा,Piparthara
प्रमोद कुमार मिश्र,Pramod Kumar Mishra
गोपालपुर कलॉ,Gopalpur Kalon
लौधौरा,Laudhora
पड़रावां,Padrawan
"चक मदारूल्लाह उर्फ, हनुमानगढिया","Chak Madarullah Urf, Hanumangadhi"
परसामोहिद्दीनपुर,Parsamohiuddinpur
सेमरा उरफ झुगवा,Semra Urf Jhugawa
दीलिप् कुमार सोनी,Dilip Kumar Soni
ऊसुर कुढुवा,Uasur Kuduva
वौठा जमालपुर,Vautha Jamalpur
शेरवाबभनौली,Sherwabbhanauli
मुईया मकदूमपुर,Muiya Makdumpur
सहुआरी,Sahuari
मेहतरपुर तिजासिह,Mehtarpur Tijasih
जजवारा,Jajwara
शलमी उर्फ शालमी,Shalmi Urf Shalmi
सरता,Sarata
माटा,Mata
सिकन्दरपुर पटटी,Sikandarpur Pat
शेखापुरचकदोस्तमोहम्,Shekhapurchandostamoha
माउख,Maukh
खम्हुआ भट्ट,Khamhua Bhatt
शर्मा लाल,Sharma Lal
दुल्हूपुरकला,Dhulhupurkala
भानमऊ,Bhanmau
सियाराम मौर्य,Siyaram Maury
बॉसी,Bosi
उझियानी,Uzhiyani
शर्फाबाद,Sharfabad
देवरिया दुबे - अखनपुर,Deoria Dube - Akhanpur
नल्हेडा गुर्जर,Nalheda Gurjar
रिंकी गुप्ता,Rinki Gupta
छेड़ापुर,Chhedapur
नौहा,Nouha
गुदू यादव,Gudu Yadav
शेरपुर बहलीन,Sherpur Bahlin
भैया खेडा,Bhaiya Kheda
मानाखेडा,Manakheda
मालमऊ,Malmau
शील कुंवर,Sheel Kunwar
सरिता राठोर,Sarita Rathore
निधिनगर संकल्प,Nidhinagar Sankalpa
गौरी शंकर पाण्डे,Gauri Shankar Pandey
मंसा नगला,Mansa Nagla
बाबट,Babat
खेतौधन,Khetodhan
बेलावॉ,Belavo
अरमराजट्ट,Aramraajatt
जं O नाहर छपरा,Jan O Nahar Chap
बजहेरा,Bajhera
मलाकरजमा,Malakarzama
सैदपुरी महीचन्द,Saidpuri Mahechand
नन्दौली,Nandauli
अहिरौली-2,Ahiroli-2
पड़सरा नदौली ताजपुर,Padasara Nadauli Tajpur
असहाब अहमद,Ashab Ahmad
सलावतपुर गिरधर,Salawatpur GirDahr
सिंधवली,Sindhauli
भवनपुर नियामतुल्ला,Bhawanpur NiamTullah
नूरपुर सरायहाजी,Noorpur Saraihaji
इटौआ बेनीराम,Itoua Beniram
मोहममदपुर,Mohamdpur
रामापुर किधौली,Ramapur Kidhouli
साबित हुसैन,Sabit Hussain
हडकौली,Hadkouli
परसा उर्फ अगलवहा,Parsa Urf Agalwaha
वारीखडा,Varikhada
श्रीकांत राजपूत,Shrikant Rajput
सखौता,Sakhouta
भूई,Bhui
कटहुरा,Kathoora
बिसवां,Biswan
दौड़ा,Daura
भानपुर,Bhanpur
नटकुर,Natakur
कटिन्ना मानिकपुर,Kattina Manikpur
इरशाद खाँ,Irshad Khan
बेदौरा मसरीक,Bedaura Masrik
बला,Bala
क़ुरबान,Kurban
बेहडा थु,Behada Thu
तारंगचक,Tarangchak
सिहोरवा तिवारी,Sihorwa Tiwari
अब्दुल मुजीब,Abdul Mujib
देवी,Devi
इंत्याजुददीन,Intiyazuddin
कौडिया,Kaudia
परेवा,Parewa
चकनवाला ए O,Chakanwala A O
पूर्वा आशा,Purva Asha
ननिह,Nanih
होमचन्द्र,Homchandra
कदौली,Kadauli
चंद्र कान्ती,Chandra Kanti
धरमामुबारकपट्टी,Dharmambarakpatti
बंशै,Banshai
मालबा,Malba
पदपुरी,Padpuri
कठैचा,Kathaicha
मिठ्ठेपुर,Mitthepur
भाईपुर,Bhaipur
इसरपार,Isarpar
सुमन देवी पत्नी अनिल,Suman Devi Patni Anil
देईरामा,Deirama
मुडेरी गढवा,Muderi Gadhwa
नत्थनपुर,Nathnpur
बैना टीकरहार,Baina Tikarhar
लहराएमनीपुर,Laharaimnipur
माया बानो,Maya Bano
मुरादपुर कोटिला,Muradpur Kotila
बड़नपुर,Badanpur
जौहरी,Jauhari
महीन कुन्ड,Mahin Kund
अनुष्का चौधरी,Anushka Chaudhary
भरैका,Bhareika
देहली खुर्द,Dehli Khurd
काजरौंठ,Kajraunth
बकरहुआ,Bakarhua
औरेई,Aurai
इन्द्रासिंह,Indrasingh
रसूलपुर बहलोलपुर,Rasulpur Bahlolpur
बड़गांवा,Badgawa
सरवा,Sarwa
रसूलपुर नन्दलाल,Rasulpur Nandlal
मोतीकटरा,Motikatra
हवेलिया,Havelia
बकटा बुजुर्ग,Baktadabujurg
जासू,Jasoo
नगंला उब्बन,Nagla Ubbhan
फूलकरन,Phool Karan
रनेठी,Raneethi
गौतम यादव,Gautam Yadav
हसलैननिशां,Haslain Nishen
विजयनपुर सजहरा,Vijaypur Sahjara
चकवां,Chakwa
गढ़ी कौलाहार,Garhi Koulahar
बहोरापुर,Bahora Pur
गौरीडीह,Gouridih
जगननाथपुर,Jagannath Pur
सुलोचना देवी,Sulochana Devi
पंडकी,Pandki
विवेक कुमार राजपूत,Vivek Kumar Rajput
मिश्रौलिया,Mishrauliya
प्रेमबाई,Prem Bai
बुढूपुर,Budhupur
उलखपुर,Ulkhpur
पतालकुई,Patal Kui
शाहदरा उर्फ थूनापुर,Shahdara Thuna Pur
गौरिया नैन,Goriya Nain
आयाशा खातून,Ayasha Khatoon
गुड्डो बेगम,Guddo Begum
अशरफपुरभुआ,Ashraf Pur Bhuya
अल्का वर्मा,Alka Verma
कंचना कुमारी,Kanchana Kumari
टटी डंडिया,Tutti Dandia
जफरपुर उरफ बाबूगज,Jafar Pur Babuganj
विलन्दापुर,Vilanda Pur
की,Ki
कैलई,Kailali
आलेअलीपुर,Alealipura
ऊमरी,Umari
कुन्दहा,Kundha
मटिहनवा,Matihanwa
रायपुर सदरा,Raipur Sadra
चकनरकुनडा,Chak Narkunda
नौगवाँतीर,Naugawan Teer
मुसहाबरहपेड़ा,Mushabarha Pir
सूर्यचन्द,Suryachand
चिरकिहिट,Chirkihit
अमुता मिश्रा,Amuta Mishra
गुलपत,Gul Pat
परसहर,Parsaher
नवीपुर अमानतनगर,Navi Pur Amanat Nagar
रूस्तमपुर ढौला,Rustam Pur Dhola
चन्नलदेवी,Chhanal Devi
भटौलिया,Bhataulia
खरीद,Kharid
असगढा मुस्तफाबाद,Asgadha Mustafaabad
जुबूर,Jubur
संतदेव,Santdev
महेशपुर कवेलवा,Maheshpur Kavelwa
रामपुरकांधी,RampurKandhi
रोमनदई,Romandai
सैदुजम्मा,Saidujamma
रामपुर मदारी,Rampur Madari
सुनाना,Sunana
सिंधौना,Sindhona
छरेहरा,Chharehra
गगाली,Gagali
बेहटाकलॉ,Behtakao
सिकरी जीवल,Sikri Jival
सैंथुआ,Sainthua
अध्याना,Adhyana
जफरापुर,Jafarapur
सूची,Soochi
कुदैया,Kudaiya
विसरात,Visarat
रुचिका देवी,Ruchika Devi
प्रदीपकुमार सिंह,Pradeepkumar Singh
सिकन्दरपुर आईमा,Sikandarpur Aima
चैडौली बुजुर्ग,Chaidoli Buzurg
जैवुन निशा अन्सारी,Jaivun Nisha Ansari
बौजूपटटी,Bajupatty
भरवलिया पाण्डेय,Bharwalia Pandey
कमला राय,Kamla Rai
भोलाजोत,Bholajot
बीरापुर,Birapur
अन्तवाडा,Antwada
बघाड़ीकला,Baghadikala
सुरतोषापुर,Surtoshpur
अभिताप,Abhitap
लोहगरा,Lohgara
तियरी मनिराम,Tiyari Maniram
अमवा महन्थ,Amwa Mahant
ढलना,Dhalna
महडा,Mahda
बुढ़वलिया,Budhwaliya
अखिलेश कुमार यादव,Akhilesh Kumar Yadav
नजमुलहक,Najmulhaq
बासखोर कला,Baskhor Kala
सेमौरा,Semoura
बजरहा बु0,Bajraha Bu
एकसना उरफ कर्कसा,Eksana Urf Karkasa
भैसोरा खुर्द,Bhaisora Khurd
मवईजार,Mavaijar
सीतापती वर्मा,Sitapati Varma
सरोजनी मौर्या,Sarojini Maurya
ललवा,Lalwa
हरदत्तपुर,Hardatpur
पूरे बघेल,Pure Baghel
त्यौरासी,Tyaurasi
खम्हुआ भटट,Khamghua Bhattat
गददीपुर,Gaddipur
अम्मादेई,Ammaadei
मो0 अमान,Mo. Aman
बिल कीस,Bil Kis
ग्रामीण भरवारी,Gramin Bharwari
गि द्यौल,Gi. Jyaul
पिपरा बॉध,Pipra Bauth
हूँसेपुर,Hunsepur
शिवनगर नि0 लौहारी,Shivnagar Ni. Lauhari
बृजेन्द्र बहादुर सिंह,Brijesndra Bahadur Singh
रुद्रावती देवी,Rudravati Devi
लौढियाखुर्द,Laudia Khurd
कठला गरवी,Kathla Garvi
रामनगर उमरी निजामपुर,Ramnagar Umri Nizampur
देवराजी पुत्र नन्हकू,Devraji Putra Nanhku
आधा देवी,Aandha Devi
पप्पी देवि,Pappi Devi
महफूज,Mehfooz
बेगराज सिंह,Begraj Singh
सरहदा,Sarhada
टकी कुण्डा,Takki Kunda
मझौव्वा,Mazhauwwa
फतेहपुर जसोदा,Fatehpur Jasoda
कोटवा सडक,Kotwa Sadak
रूढ बांगर,Roodh Bangar
किडिहिरा,Kidihira
धूरीपुर,Dhuripur
मधनापुर,Madhanapur
ज्ञानेंद्र कुमार चौधरी,Gyanendra Kumar Chaudhary
वान,Vaan
जखौरा जौहरपुर,Jakhora Jauharpur
एकडगी विहारपुर,Ekadgi Biharpur
यादवेन्द्र प्रताप,Yaduvendra Pratap
अकबरपुर गारब,Akbarpur Gaarab
खेडा खास,Kheda Khaas
धर्मेन्द्र प्रताप सरोज,Dharmendra Pratap Saroj
शिवभजन सिंह,Shivabhijan Singh
फतेहपुर राजाराम,Fatehpur Rajaram
फलौदी,Phalaudi
भिडियाखेडा,Bhidiakheda
कुण्डासर,Kundasar
सलेमपुर सानी,Salempur Saani
अचरा तकीपुर,Aachara Takipur
सुजनी,Sujani
गरीबनगर,Garibnagar
नगला गूजर,Nagla Gujar
महाईचपार,Mahai Chapār
दुर्गावती पत्नी उमाशंकर,Durgawati Patni Umashankar
बसनतापुर,Basantpur
बढैयाकला,Badhaiya Kala
दिनेश प्रसाद पाण्डेय,Dinesh Prasad Pandey
मीना देवी चौहान,Meena Devi Chauhan
बैरीपरवॉ,Bairiparwa
अरम,Aram
काकोपुर,Kakopur
अजहर बाबू,Ajhar Babu
पूरेडाढू,Purēṇḍhū
मुनेराम,Muneram
सरायवीर भद्र,Saraiwir Bhadra
बदलपुर,Badalpur
सुनरी पत्नी परदेशी,Sunari Patni Pardesi
कंचन अग्निहोत्री,Kanchan Agnihotri
बेहटापालर,Behatpalar
फकताहैदरअली,Faktahidarali
शिवबचन यादव,Shivbachan Yadav
छैछऊ,Chaichhau
कसरपुर,Kasarpur
खैरटवा,Khairatwa
महसी,Mahsi
उदयपुर भूड़ा,Udaipur Bhūra
कलेमुन,Kalemun
चंदोखा,Chandoha
मुरलीपुर फुल,Murlipur Phool
महावर,Mahawar
रसूूलाबाद,Rasulābād
धरमादेवी,Dharma Devi
कुटिया एहतमाली,Kutiya Ihtimali
पहतोइया,Pahtoiya
डोंगराकलां,Dongarakalān
न्योती,Nyōti
रामपुर भवानीपुर,Rampur Bhawanipur
डभौरा सिमरा,Dabhaura Simra
अम्बोवा,Ambowa
गिरिजेश उर्फ ग्रीजेश,Girijesh Urf Greejesh
समीपुर,Samipur
टंडेरा,Tanḍērā
मीरानपुर पिनवट,Mirānpur Pinwat
रकराना,Rakarana
बढवलिया खुर्द,Badhwalia Khurd
याकूवपुर बैलौट,Yakubpur Bailout
राम अशीष सिंह,Ram Ashish Singh
गौर रमवापुर,Gaur Ramwapur
सुनरख बांगर,Sunarakh Banger
मलिकमऊ चौबारा,Malikmau Chaubara
अरई,Arrai
भानती,Bhanati
विज्ञाना,Vigyanana
रिवान कला,Riwan Kala
परबिन,Parbin
अलीपुरखुर्द,Alipurkhurd
अविनेद्र सिंह,Avinendra Singh
मिहुना,Mihuna
मठियातिवारी,Mathiywari
बिसावां,Bisawan
नथमलपुर उर्फ विसम्भरपुर,Nathmalpur urf Vishambharpur
उदयपुर खखरा,Udaipur Khakara
नययर सुल्ताना,Nayyar Sultana
नौरंगीदेवी,Naorangidevi
अन्धरऊ,Andhraau
बशिष्ट कुशवाहा,Bashisht Kushwaha
चकनथनपुर,Chakanthanpur
डोमाई,Domai
पचौ,Pacchha
शाहपुर अफगा,Shahpur Afghan
करौदामसिना,Karaoudamsina
राघवपुर (गौरा बुजुर्ग),Raghunathpur (Gaurabazurg)
अराजी देवारा करखिया,Araji Dewara Karkhiya
सिमरा केशोपुर,Simara Keshopur
सुरूचि सिंह,Suruchi Singh
भगवानदास पुत्र शिव ना,Bhagwandas Puttar Shiv
जमालपुर किरत,Jamalpur Kirat
भगवानपूुर,Bhagwanpur
शिवगुनी,Shivgunni
रूद्रपुर गुलरिया,Rudrapur
बाटुपुरा,Batupura
बिद्रावती,Bidrawati
सनेकपुर,Sanekpur
दुर्गेश्वर,Durgeshwar
उंच द्वार,Unch Dwar
दुर्गागंज,Durganj
देवकलीबेनियापुर,Devkali Beniayapur
विराहिमपुर बिल्हौरा,Birahimpur Billhaura
कवलपतिया,Kawalpatiya
चौबियापुर,Chaubiyapur
मधुकरपुर,Madhukarpur
मवैइया,Mawaiya
परसा पाण्डे,Parsa Pandey
इगुठिया,Igutthiya
महनोली,Mahnoli
ददरौली भवानीपुर ददरौली भवानीपुर,Dadrauli Bhawanipur
बस्ती बुजुर्ग,Basti Buzurg
धनौरा मु0,Dhanaura Mu
नरायन जोत,Narayan Jot
बेइली देवी,Baily Devi
फेजान,Phaijan
फटकढौना,Fatakdhauna
चांदी,Chandi
जगौती,Jagauti
भैसहॉ,Bhaisahnd
टीलाटाली शामपुर,Tilatali Shampur
कुंआडांड,Kuandand
श्यामकुँवर,Shyamkunwar
चाचौंद,Chachaund
अमईपार,Amaipaar
निजामपुर रामदास,Nijampur Ramdas
कौसमा मुसलमीन,Kaushma Muslimeen
धर्मपुर कटरी,Dharmupur Katri
बमडेरा,Bamdera
बघुड़ी,Baghuri
राम सती,Ram Sati
सकरा  - ।,Sakra - I
खसरवारा,Khasrwara
रहलाकुर्रहमान,Rahlakurrahman
देवराडतुला,Devradtula
मिरिया,Miriya
भरथरा/खटौरा,Bharthara/Khataura
मिलक नौ खरीद,Milk Nao Kharid
शान्ती देवी,Shanti Devi
निर्मला,Nirmala
कूल्हापुर बुजुर्ग,Kulhapur Bujurg
शाहजहानपुर तिसौरा उर्फ नवादा,Shahjahanpur Tisaura Urf Nawada
तरैची,Taraiichi
अखार,Akhar
अटरामपुर उर्फ नवाब,Atrampur Urf Nawab
औमकार,Aumkar
निगोही,Nigohi
छतागुर,Chatagur
अर्थापुर,Arthaapur
गोजई,Gojai
खेरिया शिकमी गोहना,Kheria Shikami Gohna
मरदानपुरबरजी,Mardanpurbarji
बलारपुर रामनगर,balarampur Ramnagar
कौववाखडा,Kauuwakhda
खरौधी,Kharaudhi
लालमनि प्रसाद,Lalmani Prasad
काजीपुर बदनपुर,Qazipur Badanpur
सराय कायम,Sarai Kaim
आनन्देश्वर पुरी,Anandeswar Puri
बन्धनपुर,Bandhanpur
रामसवा,Ramsawa
लालूपुर,Lalupur
जमीनन्नदना,Jamindanda
भरगवां,Bhargwan
जिरिया देवी,Jiria Devi
हिसमहा,Hismaha
सड़,Sad
रमेश कुमार पुत्र होरीलाल,Ramesh Kumar Putra Horilal
दे ० त्रि ० पुर आइमा,De 0 Tri 0 Pur Aima
बन्सई,Bansai
कर्मी,Karmi
छबिला यादव,Chabila Yadav
मेहड़ा,Mehda
बभनगांवाकला,Babhangawankala
उमरापुर,Umrapur
सिहखेडा,Sihkheda
फूलचन्द पटेल पुत्र शिव,Phoolchand Patel Putra Shiv
निनहौरा,Ninhaura
बोधीपट्टी,Bodhipatti
निवादा देवराय,Niwada Dewaray
सड़ाव,Saraw
पिपरा हुमेल,Pipra Humel
बरवाटोला-1,Barwatola-1
डमरीचुरामन छपरा,Damrichuraman Chapra
मंझगवाँ,Manjhgwan
जटोई,Jatoi
नूर मौ,Noor Mau
सुल्तानपुर जैसिंह,Sultanpur Jaisingh
असढिया,Asadhia
राधुवेन्द्र उर्फ राधवेन्द्र,Radhuvendra Urf Radhavendra
खीरी नौबरामद,Khiri Naubaramad
तुख्मापुर हरंवश,Tukhmhapur Harvansh
अकबरपुर देवीदासवाला,Akbarpur Devidaswala
बाराचिर्रा,Barachirra
पवारी,Pawari
धाना शमशाबाद,Dhana Shamshabad
विग्गू प्र ०,Wiggu Pr 0
कम्मरपुर,Kamarpur
कु0 नजिया बी,Ku0 Nazia Bee
विलकिश बानो,Wilkish Bano
सन्त किशोर,Sant Kishore
चौगांन,Chaugan
सेमौरी,Semouri
जगुआ सरॉय पीथा,Jagua Saroy Peetha
इटौरा खालिसपुर,Itoura Khalispur
पुर्वापट्टी,Purwapatti
मानपुर पिपरिया,Manpur Pipariya
रामलढ़ैते,Ramladhaite
मुकेष,Mukesh
ज्योती रानी,Jyoti Rani
बासूतिल,Basutil
विरमापुर,Virmapur
दीवाली,Diwali
खेड़िया बहादुरगढी,Khedia Bahadurgarhi
बम्बावन,Bambawan
अछेजा बुजुर्ग,Acheja Bujurg
मैरी,Mairi
रंजीत,Ranjit
सिन्दुरवा,Sindurwa
भवानीगाड़ा,Bhawanigada
पूरेअधारी,Pureadhari
नेवादा,Nevada
रामदासपुर,Ramadaspur
उर्फ,Urf
मछारी,Machhari
बमहनावा,Bamnawa
पचगांव,Pacgaon
पटटी,Patti
सांवल,Sanwal
कन्धेली,Kandheli
परसेहरा,Parsehra
कलाँ,Kalan
कुकुवार,Kukuwar
परवाँ,Parwan
