Name,Transliterated
रिश्‌ राम कवर,Rish Ram Kava
शंतोशी देवी,Santoshi Devi
शमा हुसैन,Shama Husain
बशीरू दीन,Basheeru Din
रशपाल,Rashapal
तिरलोक चंद,Tirlok Chand
गजपाल कपिल,Gajpal Kapil
अजय कुमारी,Ajay Kumari
नन्‍्द कुमार यादव,Nand Kumar Yadav
रेखा कुमारी,Rekha Kumari
नैतरा,Naitra
बसीम,Baseem
मोहम्मद. ईफजान,Mohammad. Ifzain
शालिनी किरण शांडिल,Shalini Kiran Shandil
लवली,Lovely
साहिल शांडिल,Sahil Shandil
अनुराग सिंह,Anurag Singh
AGAR,AGAR
रेशम,Resham
राजीव कुमार कश्यप,Rajiv Kumar Kashyap
चमन कुमार,Chaman Kumar
बबिता कश्यप,Babita Kashyap
बबलू कश्यप,Bablu Kashyap
बुन्दु देव बिस वास,Bundu Dev Bis Vas
इन्दु देवी,Indu Devi
विधा धार,Vidha Dhar
दीपिका सेठ,Deepika Seth
नितीश सेठ,Nitish Seth
चतर सिंह चंदेल,Chatar Singh Chandel
प्रकाशा देवी चंदेल,Prakasha Devi Chandel
गुरविंदर,Gurwinder
मैकल आशा,Michael Asha
ऐमानुऐल,Aimanuel
संगीता चंदेल,Sangeeta Chandel
पल्‍लवी सिंगला,Pallavi Singla
राजिंदर सिंह stat,Rajinder Singh Stat
मेहंदी राम,Mehndi Ram
प्रीत कौर,Preet Kaur
भोली देवी,Bholi Devi
कमला वती,Kamla Vati
प्रेम बाबु,Prem Babu
विजय शंकर,Vijay Shankar
हरजिन्टद्र सिंह,Harjinder Singh
हरपिन्द्र कौर,Harpinder Kaur
गगनदीप कौर मेहरा,Gagandeep Kaur Mehra
मोहम्मद परवेज,Mohammad Parvez
नावेज अली,Navej Ali
अमृत सिंह,Amrit Singh
गुरबिंदर सिंह,Gurbirnder Singh
सिमरनप्रीत कौर,Simranpreet Kaur
गुरशरण सिंह,Gursharan Singh
श्याम दत्त,Shyam Dutt
रामू परसाद,Ramu Parsad
पंकज शर्मी,Pankaj Sharma
घन श्याम शाह,Ghan Shyam Shah
रेनु कुमारी शाह,Renu Kumari Shah
लाल्डू,Laldu
सवरनजीत कौर,Swaranjit Kaur
रबडी देवी,Rabdi Devi
ऊदय राज,Uday Raj
चन्द्रावती देवी,Chandravati Devi
राजू जसवाल,Raju Jaswal
शंकर यादव,Shankar Yadav
निलेश कुमार,Nilesh Kumar
नितिन शर्मा,Nitin Sharma
नाईंब सिंह,Naim Singh
विरेंद्र पुरी,Virendra Puri
भिन्द्र कौर,Bhinder Kaur
सदानन्द भरती,Sadanand Bharti
राजेश पुरी,Rajesh Puri
अमरप्रीत कौर,Amarpreet Kaur
धीरन महतो,Dhiran Mahto
गुरबिंद्र सिंह,Gurbindr Singh
नरिन्‍न्द्र कौर,Narinder Kaur
इकरार अहिमद,Iqrar Ahamad
गुडी मोरिया,Gudi Moria
बसोराबी,Basorabi
asst AAT,Asst AAT
गुल्ली प्रशाद,Gulli Parsad
मिथलाश,Mithlash
रजनी कानन्‍्त शुक्ल,Rajni Kanant Shukla
संगीता शुक्ल,Sangeeta Shukla
राकेश मोरया,Rakesh Morya
सरव्जोत सिंह,Sarvjot Singh
हिमत सिंह,Himmat Singh
सलाउदीन अन्सारी,Salauddin Ansari
खूशनुदा,Khushnuda
ज़नूदीन अनसारी,Zanuddin Ansari
सुखजीत,Sukhjit
नंदन सिंह,Nandan Singh
सुजंत कौर,Sujant Kaur
उमिंदर कुमार,Uminder Kumar
आनंद शर्मा,Anand Sharma
मधु शारदा,Madhu Sharda
गुरिंदर कौर,Gurinder Kaur
संजीव कुमार चौधरी,Sanjeev Kumar Chaudhary
हरदीप कुमार रेहत,Hardeep Kumar Rehat
गुरवख्श सिंह,Gurvaksh Singh
सशी परसाद,Shashi Parsad
नीरज कौर,Neeraj Kaur
बशेशर सिंह,Basheshar Singh
शमशेर सिंह धनोआ,Shamsher Singh Dhanoa
राम शबद,Ram Shabad
विजय परताप,Vijay Pratap
धम्मिेन्द्र कुमार तिवारी,Dhammiendra Kumar Tiwari
लक्ष्मी परसाद,Laxmi Parsad
असलम अली,Aslam Ali
शिशन पाल,Shishan Pal
दयावंती शर्मा,Dayavanti Sharma
लललन सिंह,Lallan Singh
बलविंदर चंद,Balwinder Chand
मोहम्मद मुख्तियार,Mohammad Mukhtiyar
राम कैलाश,Ram Kailash
रीना गुप्ता,Reena Gupta
जतिंदर वर्मा,Jatinder Verma
कृष्ण शर्मा,Krishna Sharma
मनीषा वर्मा,Manisha Verma
विजय पल,Vijay Pal
धर्मेद्र वर्मा,Dharmendra Verma
रीमा शर्मी,Reema Sharma
आरजू,Aarju
अरबाज अहमद,Arbaz Ahmad
विरेंदर कुमार,Virender Kumar
फिरोज अंसारी,Firoz Ansari
मुन्ना परसाद गुप्ता,Munna Parsad Gupta
योगराज,Yograj
मंशिखा,Manshika
सौरव अनेजा,Saurav Aneja
मोहमद शरीफ,Mohammad Sharif
मनोज कुमार राय,Manoj Kumar Rai
इस्तकार,Istakar
रमजान अली,Ramzan Ali
माफिया,Mafia
राघवेन्द्र प्रताप,Raghvendra Pratap
अंकुश बिरला,Ankush Birla
नितीश कुमार,Nitish Kumar
गोमती,Gomti
सुरमान सिंह,Surman Singh
गोपाल बहादुर,Gopal Bahadur
रणवीर कौर,Ranveer Kaur
धनि राम,Dhani Ram
दिमपले बक,Dimpale Buck
हिमा देवी,Hima Devi
किशन बहादुर बी.के,Kishan Bahadur B.K.
विकास चौहान,Vikas Chauhan
ओमलेश कुमार शर्मी,Omlesh Kumar Sharmi
Weg TAT,Weg TAT
रणफतेह सिंह,Ranfateh Singh
कंवर सिंह धामी,Kanwar Singh Dhami
सरवण सिंह,Sarvan Singh
दुर्गा प्रसाद अवस्थी,Durga Prasad Awasthi
कुनाल विश्वास,Kunal Vishwas
दिगम्बर सिंह नेगी,Digambar Singh Negi
आनन्दी देवी नेगी,Aanndi Devi Negi
दुर्गेश यादव,Durgesh Yadav
परमोद माथो,Paramod Matho
सादिक Alea,Sadik Alea
सरफु मोहम्मद,Sarfu Mohammad
गुरजिंदर कौर,Gurjinder Kaur
शलिन्द्र सिंह,Shalindra Singh
रानू,Ranu
अनिल कुमार मौर्य,Anil Kumar Maurya
सरिता देवी मोरया,Sarita Devi Morya
मोहद मतलूब,Mohd Matloob
तेजिन्द्र सिंह,Tejinder Singh
गुलाब दत्त शर्मा,Gulab Dutt Sharma
एस.आर मलिक,S.R. Malik
विशाखा मल्लिक,Vishakha Mallik
सूरज मलिक,Suraj Malik
भुपिंद्र कौर,Bhupinder Kaur
तनवी,Tanvi
जवाहर लाल,Jawahar Lal
लखबीर शर्मी,Lakhbir Sharmi
केशव,Keshav
सरताज अहमद,Sartaj Ahmad
मोहद अस्वक,Mohd Aswak
मिराज आलम,Miraj Alam
इश्तकार अहमद,Ishtakar Ahmad
रमेश रानी,Ramesh Rani
गिरिश पन्‍्त,Girish Pant
चंचला Ged,Chanchala Ged
नेनसी रानी,Nenasi Rani
रविन्द्र पाल,Ravindra Pal
दयाल्र कौर,Dayalar Kaur
बिक्रम जीत सिंह,Bikramjeet Singh
डिम्पल कुमारी,Dimple Kumari
अमृतपाल्र सिंह,Amritpal Singh
गुरिन्द्र कौर,Gurinder Kaur
दुगी देवी,Dugi Devi
धनीराम भट्ट,Dhaniram Bhatt
निर्दोष,Nirdosh
मदनवती,Madanwati
सपना भट्ट,Sapna Bhatt
सुक्विंदर सिंह,Sukwinder Singh
किरण प्रीत,Kiran Preet
मनन्‍जीत कौर,Mananjeet Kaur
जसप्रीत सिंह,Jaspreet Singh
दलीप शर्मा,Dalip Sharma
बलजिन्दर सिंह,Baljinder Singh
राजविन्दर कौर,Rajvinder Kaur
सौदागर सिंह,Saudagar Singh
किरन कुमारी,Kiran Kumari
नेत्र सिंह नेगी,Netra Singh Negi
भजन लाल,Bhajan Lal
रामा कुमारी,Rama Kumari
रामपाल,Rampal
दर्शाना,Darshana
सुमन चौधरी,Suman Choudhary
सुरजीत राम,Surjit Ram
मुलख राज,Mulkh Raj
मोहम्मद हयात,Mohammad Hayat
मोहम्मद फय्याज,Mohammad Fayyaz
परभा,Parbha
वासिम,Vaseem
इमराना खातून,Imrana Khatoon
वरिएंदर कुमार,Variender Kumar
तविंदर सिंह,Tavinder Singh
सीमा मेहरा,Seema Mehra
मीनु चड॒डा,Meenu Chadda
मुकेश सिंह,Mukesh Singh
ज्योति बाला,Jyoti Bala
प्रेमा देवी चौहान,Prema Devi Chauhan
तमनन्‍ना खातून,Tamanna Khatoon
मुजिबुल खान,Mujibul Khan
सद्रून बेगम,Sadrun Begum
अशीष चोहान,Ashish Chauhan
प्रीती ठाकुर,Preeti Thakur
कविता चौहान,Kavita Chauhan
दुर्गेश,Durgesh
भीम कुमारी,Bheem Kumari
जनक बहादुर,Janak Bahadur
खिम सिंह,Kheem Singh
प्रभा,Prabha
राम गुड़िया देवी,Ram Gudia Devi
मुन्नू सिंह,Munnu Singh
शीशपाल सिंह,Sheeshpal Singh
विक्रम सिंह गुंसाई,Vikram Singh Gunsaai
सरवेस देवी,Sarves Devi
औम वती,Aum Vati
शालिनी नेगी,Shalini Negi
रौनक सिंह,Ronak Singh
रत्तन लाल पटेल,Rattan Lal Patel
हरिनंदन यादव,Harinandan Yadav
गजराज सिंह,Gajraj Singh
ओम कर,Om Kar
कुलविन्‍न्द्र सिंह,Kulvinder Singh
राम प्रसाद यादव,Ram Prasad Yadav
कमाल पल सिंह,Kamal Pal Singh
अरुण यादव,Arun Yadav
धर्षण सिंह रावत,Dharshan Singh Rawat
अशोक शर्मा,Ashok Sharma
चंदेरी वती,Chanderi Vati
कनन्‍्यावती,Kannyavati
नीम सिंह,Neem Singh
महेंदर,Mahender
मनोज पण्डित,Manoj Pandit
बलराम यादव,Balram Yadav
जाबर सिंह,Jabar Singh
जय वान्ति,Jay Vanti
पुमपि,Pumpi
चामलि,Chamli
जसोदा,Jasoda
अभिषेक पाण्डेय,Abhishek Pandey
पलविंदर सिंह,Palvinder Singh
जीतेन्द्र कुमार,Jitendra Kumar
ललन यादव,Lallan Yadav
मोमरी,Momri
दम्मा,Damma
राम चंदर यादव,Ram Chandra Yadav
जस्मीन कौर,Jasmin Kaur
पूजा राजपूत,Pooja Rajput
स्वीटी,Sweety
संजिप पटेल,Sanjip Patel
जगदीश प्रसाद रनाकोटी,Jagdish Prasad Ranaakoti
लीय्कत,Leeyakat
रस्विंदर कौर,Raswinder Kaur
मंजीत बाबु,Manjit Babu
किरणदीप कौर,Kirandeep Kaur
लता रानी,Lata Rani
निशान दीप सिंह,Nishan Deep Singh
क्रिशन गोपाल,Krishan Gopal
पूरण देवी,Puran Devi
गोपाल क्रिशन भंडारी,Gopal Krishan Bhandari
पूजा भंडारी,Pooja Bhandari
ड्शु,Dshu
दमयती देवी,Damayanti Devi
माही पाल सिंह,Mahi Pal Singh
रामू कुमार,Ramu Kumar
पूजा मित्तल,Pooja Mittal
डिम्पल मित्तल,Dimple Mittal
शिवा राजपूत,Shiva Rajput
मानस कुमार दास,Manas Kumar Das
अनीता दास,Anita Das
लियाकत,Liaqat
अंजुम,Anjum
इन्द्रा देवी,Indra Devi
राम राज सिंह,Ram Raj Singh
मनबीर कौर,Manbir Kaur
नवाब सिंह,Nawab Singh
आनंद सिंह बिष्ट,Anand Singh Bisht
राजेंद्र सिंह,Rajendra Singh
विशन सिंह,Vishan Singh
हरवंश सिंह,Harvansh Singh
साहिब कौर,Sahib Kaur
राय चन्द्र सिंह,Rai Chandra Singh
सुखदीप कौर,Sukhdeep Kaur
अनुप्रीत कौर,Anupreet Kaur
मेघ राज,Megh Raj
राम कीरत,Ram Kirat
दुखनी,Dukhni
दिलबाग राड,Dilbag Rad
राकेश कुमार धन्द,Rakesh Kumar Dhand
राज रानी धन्द,Raj Rani Dhand
आसीन,Aseen
सुरेश मित्तल,Suresh Mittal
सरोज मित्तल,Saroj Mittal
संदीप कुमार धन्द,Sandeep Kumar Dhand
HA ea,HA ea
पंकज कुमार गुप्ता,Pankaj Kumar Gupta
बलवंत राड,Balwant Rad
सरोज मंत्री,Saroj Mantri
गिरी प्रसाद,Giri Prasad
पुतुल देवी,Putul Devi
जितेंदर यादव,Jitender Yadav
ज्योति राइ कोंडल,Jyoti Rai Kondal
रामबेटी देवी,Rambetti Devi
राम बेटी देवी,Ram Betti Devi
बसंती,Basanti
राज्व्विंदर कौर,Rajwinder Kaur
मुमताज अहम्मद,Mumtaz Ahmed
नरिंदर Us,Narinder Us
ताहिल,Tahil
खुदेजा,Khudja
सतुरु धन मंडल,Satru Dhan Mandal
अरविन्द मंडल,Arvind Mandal
संजय मंडल,Sanjay Mandal
विजेंदर मंडल,Vijender Mandal
नन्हे सिंह,Nanhe Singh
सन्सा देवी,Sansa Devi
सबिता कुमारी,Sabita Kumari
प्रियंका देवी,Priyanka Devi
राम बाबु,Ram Babu
कपिल सिंह,Kapil Singh
हेमराज सिंह,Hemraj Singh
मन सिंह,Man Singh
प्रिकक्षा,Preeksha
ज्योती,Jyoti
अश॑दीप,Asandeep
गगनदीप शर्मा,Gagandeep Sharma
आकाशदीप शर्मा,Aakashdeep Sharma
मुखतियार सिंह,Mukhtiyar Singh
साधु सिंह,Sadhu Singh
बनी सरकार,Bani Sarkar
तरुण कुमार बरुआ,Tarun Kumar Barua
बलबीर AT,Balbir AT
रामकरण,Ramkaran
काजल मित्तल,Kajal Mittal
म॒तंजय कमार,Matunjay Kumar
श्याम सरकार,Shyam Sarkar
नामितसमल सरार,Namita Samal Sarar
सागर सरकार,Sagar Sarkar
जसकरण सिंह सीरा,Jaskaran Singh Seera
दीपक शमी,Deepak Shami
मयूर मित्तल,Mayur Mittal
प्रभा कुसुम,Prabha Kusum
अमरीश,Amrish
साहीदा,Saheeda
जीशान,Jishan
वीके कुमार,VK Kumar
अंकुश गिरी,Ankush Giri
सचिन गिरी,Sachin Giri
सुखबीर चन्द,Sukhbir Chand
नवीयाश,Naveyash
मनीष जोशी,Manish Joshi
धनेश्वारी देवी,Dhaneshwari Devi
देसु राम,Desu Ram
निर्मल कांता,Nirmal Kanta
राजिन्दर कुमार,Rajinder Kumar
मलकित सिंह,Malkit Singh
पर्तीमा जोशी,Partima Joshi
किरण जोशी,Kiran Joshi
गंधर्व सिंह,Gandharv Singh
दिवाकर शर्मा,Divakar Sharma
गुलाब चंद,Gulab Chand
शशि कांटी,Shashi Kanti
Ara edt,Ara edt
जोगिन्द्र पाल,Jogindra Pal
जग लाल शाह,Jag Lal Shah
दीपक राज,Deepak Raj
लाल बाबु सहनी,Lal Babu Sahni
नागेन्द्रा कुमार,Nagendra Kumar
वरिन्द्र शाह,Varindra Shah
बृज नाथ शर्मा,Brija Nath Sharma
हरी हर शाह,Hari Har Shah
हरिन्द्र परसाद शाह,Harindra Parsad Shah
सुखदेव राज,Sukhdev Raj
मनोज कुमार सह,Manoj Kumar Sah
नवल शर्मी,Naval Sharma
अमर शाह,Amar Shah
सलेन्द्र शाह,Salendra Shah
सुरेश शाह,Suresh Shah
विरेद्र कुमार,Virendra Kumar
हरी ओम गुप्ता,Hari Om Gupta
बबीता कुमार,Babita Kumar
दीपक गुप्ता,Deepak Gupta
बन्दना गुप्ता,Bandana Gupta
देवी गुप्ता,Devi Gupta
कृष्ण गुप्ता,Krishna Gupta
ललन,Lalan
किसुन,Kishun
नानोखे लाल,Nanokhe Lal
राजू नाथ,Raju Nath
रुखसार खान,Rukhsar Khan
गोपी राम,Gopi Ram
तारा चंद,Tara Chand
सुल्तान सिंह,Sultan Singh
ज़ाकिर हुसैन,Zakir Hussain
अनूप गुप्ता,Anoop Gupta
स्वाति गुप्ता,Swati Gupta
ओमप्रकाश,Om Prakash
रोहित कुमार सैनी,Rohit Kumar Saini
अरुण मंडल,Arun Mandal
सानु,Sannu
अश्वनी गुप्ता,Ashwani Gupta
बबलू कुमार,Bablu Kumar
ग्यापर्षद गुप्ता,Gyaparshad Gupta
वीणा गुप्ता,Veena Gupta
लुटता राम,Lutata Ram
भावानिया राम,Bhawania Ram
बृज बाला,Brija Bala
राणा,Rana
छाया धीमान,Chaya Dhiman
छवि धीमान,Chhavi Dhiman
इशा,Isha
दिवांशु देवगन,Divanshu Devgan
face,Face
कुशम देवी,Kusham Devi
रमेश ठाकुर,Ramesh Thakur
रक्षा ठाकुर,Raksha Thakur
सिव कुमारी,Shiv Kumari
राखी कुमार,Rakhi Kumar
निशा ठाकुर,Nisha Thakur
लवनीत सिंह,Lavneet Singh
अशोक ठाकुर,Ashok Thakur
सनन्‍्तोष कुमार FAT,Santoshkumar FAT
संगीता वर्मा,Sangeeta Verma
दौलत सिंह नेगी,Daulat Singh Negi
विपन कुमार शर्मा,Vipan Kumar Sharma
वबिता देवी,Vabita Devi
लोकेश कुमार,Lokesh Kumar
शाहनवाज़,Shahnawaz
डंडा बहादुर घरती,Danda Bahadur Gharti
खविंद्र सिंह,Khavindra Singh
संजू कुमारी,Sanju Kumari
डबल सिंह पायल,Double Singh Payal
बिशम्बर दास,Bishambar Das
हरिन्दर पाल कौर,Harinder Pal Kaur
अजीत पाल सिंह,Ajit Pal Singh
बिजन्द्र सिंह,Bijendra Singh
चरण प्रीत कौर,Charan Preet Kaur
कुमर पाल,Kumar Pal
राखी कुमारी,Rakhi Kumari
जसविन्द्र,Jasvinder
शोएब अख्तर,Shoaib Akhtar
बोध राज,Bodh Raj
उम्र प्रीत कौर,Umar Preet Kaur
मनु,Manu
ओमोन सिंह,Omon Singh
बलबीर चन्द,Balbir Chand
राज कुमार सैनी,Rajkumar Saini
सतबीर deg,Satbir deg
माखन सिंह,Makhan Singh
सुनीता सैनी,Sunita Saini
हरीश सिंह महरा,Harish Singh Mahra
राजवीर चन्द,Rajveer Chand
सन्‍्तोष लता,Santoshi Lata
दलीप कुमार श्रीवास्तव,Dalip Kumar Srivastava
महेश पाण्डेय,Mahesh Pandey
गुदने पाण्डेय,Gudne Pandey
रीना श्रीवास्तव,Rina Srivastava
राज प्रीत कौर,Raj Preet Kaur
राजू कुशवाहा,Raju Kushwaha
दलीप कौर,Dalip Kaur
संतोष कुमार सिन्हा,Santosh Kumar Sinha
सुपिंदर सिंह,Supinder Singh
सूरज तांती,Suraj Tanti
धनंजय कुमार सिन्हा,Dhananjay Kumar Sinha
रश्मी सिन्हा,Rashmi Sinha
प्रिटी सिन्हा,Prity Sinha
बितान चंद्रा,Bitan Chandra
जोस्फान,Josfan
अमित कुमार चौहान,Amit Kumar Chauhan
आनंद जैसवार,Anand Jaisawar
अशोक सफी,Ashok Safi
राय साहिब,Rai Sahib
बिजली देवी,Bijli Devi
गुड़,Gur
संजीव कुमारी,Sanjeev Kumari
रूपन शर्मा,Rupan Sharma
अमरजीत पासवान,Amarjit Paswan
रुपी देवी,Rupi Devi
चन्द्र मोहन,Chandra Mohan
सुरेंद्र दत्त,Surendra Dutt
मनोज कुमार शर्मी,Manoj Kumar Sharma
अनोज कुमार,Anoj Kumar
बाजू सफी,Baju Safi
रणजीत शाह,Ranjit Shah
जीरा देवी,Jeera Devi
निरवैर सिंह,Nirvair Singh
तरसेम लाल गुप्ता,Tarsem Lal Gupta
भागीरथ शर्मी,Bhagirath Sharma
सुखजिंदर सिंह,Sukhjinder Singh
अमोल दास,Amol Das
अजीमुल,Ajeemul
शीला वालिया,sheela Walia
उषा गुप्ता,Usha Gupta
शिवाली गुप्ता,Shiwali Gupta
रुपाली गुप्ता,Rupali Gupta
तरसेम चन्द,Tarsem Chand
मनीला कुमारी,Manila Kumari
उषा रानी धिमान,Usha Rani Dhiman
भूपिंदर कुमार,Bhupinder Kumar
संजीव कुमार धिमान,Sanjeev Kumar Dhiman
टिनि रानी धिमान,Tini Rani Dhiman
विनु,VInu
नवदीप,Navdeep
शाम शादम,Sham Shadam
नफीसा खातून,Nafeesa Khatun
इमामुदीन,Imamudin
इमराना बानो,Imrana Banu
मोहद कयूम,Mohd Qayum
नन्हे लाल पुजारी,Nanhe Lal Pujari
महमूद अहमद,Mahmood Ahmad
कैसर,Kaiser
फमीदा,Fameeda
मोहद अशराज,Mohd Ashraj
हंसा,Hansaa
मनवर अहमद,Manwar Ahmad
खानम बेगम,Khanam Begum
नोषद,Noshad
मोहम्मद. नोशाद,Mohammad. Noshad
अब्दुल मुतालिब,Abdul Mutalib
सैरा बानू,Sairah Banu
मोहम्मद गुलजार,Mohammad Gulzar
महबूब अहमद,Mahboob Ahmad
मोहमद दौड,Mohamad Daud
रिजवाना,Rizwana
रंजू देवी,Ranju Devi
परबिन्द्र कौर,Parbindar Kaur
मनो अफजल,Mano Afzal
मोहद इफ्तेख़ार,Mohd Iftekhar
मोहद मुज्मील,Mohd Mujmjil
यूसुफ़,Yousuf
अतीक अहम्मद,Atique Ahmmad
मोहद कुबान,Mohd Quban
सहन्वाज,Sahnawaj
ईफजान मोहम्मद.,Ifjan Mohammad.
प्रकाश कुमार झा,Prakash Kumar Jha
मोहम्मस निजाम,Mhohhamas Nizam
साजिदा,Sajida
गजाला नसरीन,Gazala Nasreen
मोहमद शाकिब,Mohammad Shakir
आफरीन,Aafreen
मोहम्मद. फुरकान,Mohammad. Furkan
फरजाना बेगम,Farjana Begum
अब्दुल कदीर,Abdul Kadir
मोहद खालिद,Mohd Khalid
शरीफन,Sharifan
परवेज,Parvez
फैसल adit,Faisal adit
शिव बचन सिंह,Shiv Bachan Singh
जतिन्दर कौर,Jatinder Kaur
रायसा बेगम,Raysa Begum
मोहमद सरताराज,Mohammad Sartajraj
मनोज शर्मा,Manuj Sharma
fe fae,fe fae
राज किशोर कुमार,Raj Kishore Kumar
सुखजीवन खान,Sukhjiwan Khan
अरविन्द मेहता,Arvind Mehta
संगीता नेगी,Sangeeta Negi
समी,Samee
जरीना,Zarina
रणजीत शर्मा,Ranjit Sharma
नौसाद,Naushad
शवीता देवी,Shavita Devi
मनोज कुमार मेहता,Manoj Kumar Mehta
मोहमद मुस्तकीम खान,Mohammad Mustaqim Khan
मोहम्मद. सब्बीर,Mohammad. Sabbir
मोहमद इसत्याक खां,Mohammad Istiaq Khan
सबीना बेगम,Sabina Begum
शाहिदा,Shahid
रोशन अर,Roshan AR
मिथुन कुमार,Mithun Kumar
सुधाकर शर्मा,Sudhakar Sharma
राम दास पटेल,Ram Das Patel
संजीत शर्मी,Sanjeet Sharma
जसविन्द्र सिंह मान,Jaswinder Singh Man
पलविन्द्र,Palwinder
HA Aled,HA Aled
जसपिंद्र कौर,Jaswinder Kaur
बीरू,Biru
विकेश चंद,Vikesh Chand
नानक सिंह,Nanak Singh
हरि मोहन,Hari Mohan
चंद्र किशोर,Chandra Kishore
माणिक गुप्ता,Manik Gupta
मनीष गुप्ता,Manish Gupta
रितु शर्मा,Ritu Sharma
गिरीश चन्द,Girish Chand
बृजेश कुमार,Brijesh Kumar
अन्जु कुमारी,Anju Kumari
देविन्द्र पाल,Devinder Pal
गुरजिंदर सिंह,Gurjinder Singh
परकाश झुंग्रे,Prakash Jhungre
वेणुस झंग्रे,Venus Jhantre
आशिमा,Ashima
अक्षित मेहरा,Akshit Mehra
नरेश सिंह नेगी,Naresh Singh Negi
गोतम मित्रा,Gautam Mitra
गिरिश कुमार मिश्रा,Girish Kumar Mishra
निशा मिश्रा,Nisha Mishra
मुकेश शर्मा,Mukesh Sharma
कोरा देवी,Kora Devi
जया ननन्‍्द,Jaya Nand
तेज राम,Tej Ram
पूजा कोक्लियल,Pooja Kokliyal
गौरव तिवारी,Gaurav Tiwari
मनजिंदर सिंह,Manjinder Singh
विषाखी राम,Vishakhi Ram
सरोजना,Sarjana
ofa,ofa
राकेश गुप्ता,Rakesh Gupta
अनिल कुमार मिश्रा,Anil Kumar Mishra
लालती मिश्रा,Lalti Mishra
बबलु गुप्ता,Bablu Gupta
पूनम गुप्ता,Poonam Gupta
फुरकान खान,Furqaan Khan
अंकित कुमार तिर्वेदी,Ankit Kumar Tirvedi
जुलफुकार,Julfuqar
निर्मल देवी,Nirmal Devi
राजेश शर्मा,Rajesh Sharma
दिलशाद हुसैन,Dilshaad Hussain
सकुनन्‍तला,Sakuntala
रागनी देवी शाह,Ragni Devi Shah
अजुन परसाद श,Ajun Parsad S
सुनीता कौर,Sunita Kaur
Fle],Fle]
सुष्मा देवी,Sushma Devi
बक्शीश कौर,Baksheesh Kaur
दलेर कौर,Daler Kaur
हस्तिंदर जीत सिंह,Hastiinder Jeet Singh
सतपाल कौर,Satpal Kaur
बाल कुमार,Bal Kumar
मुकेश कुमारी,Mukesh Kumari
रुलदा राम,Rulda Ram
मनोज सैन,Manoj Sain
राकेश सैन,Rakesh Sain
रवी शंकर,Ravi Shankar
प्रियंका शर्मी,Priyanka Sharma
पारुल शर्मा,Parul Sharma
शशि भूषण,Shashi Bhooshan
दमन सिंह,Daman Singh
मुनीश जैन,Muneesh Jain
कमल जीत कौर,Kamal Jeet Kaur
राम भारत,Ram Bharat
रिंकू कुमार,Rinku Kumar
नथुनी परसाद,Nathuni Parsad
सखजीत कौर,Sakhjeert Kaur
तरणजीत कौर,Taranjeet Kaur
अर्जुन देव,Arjun Dev
दिनेश ठाकुर,Dinesh Thakur
दिवेन्द्र सिंह,Diveendra Singh
गजे सिंह,Gaje Singh
बिरजेश कुमार,Birjesh Kumar
युवराज कुमार,Yuvraj Kumar
स्वराज कुमार,Swaraj Kumar
मोहिन्दर सिंह,Mohinder Singh
शान्ती देवी,Shanti Devi
अंकित कुमार सिंगला,Ankit Kumar Singla
हिमंत,Himant
मन्जू बाला,Manju Bala
लालू राम,Lalu Ram
कन्हिया कुमार,Kanhiya Kumar
उम्बर सिंह,Umbar Singh
वरदान सिंह,Vardan Singh
हीरावती देवी,Hirawati Devi
रामाज्ञा,Ramagya
लाल बाबु गुप्ता,Lal Babu Gupta
विनेश कुमार,Vinesh Kumar
रम्बा देवी,Ramba Devi
हरमेश चन्द,Hamesh Chand
रोज़ी,Roji
कश्मीर कौर,Kashmir Kaur
पूलपति,Poolpati
ननमकी,Nanmaki
गुल्शाना,Gulshana
मुसाहिद अली,Musahid Ali
जसमिन्द्र सिंह,Jasimindra Singh
मलकिन्दर कौर,Malkinder Kaur
हरमनदीप कौर,Harmandeep Kaur
सिन्द्र पाल कौर,Sindar Pal Kaur
अमर प्रीत सिंह,Amar Prit Singh
तेजा सिंह,Teja Singh
गुरिंदर सिंह,Gurinder Singh
पर्दमन सिंह,Pardaman Singh
सुरिंद्रजीत कौर,Surinderjeet Kaur
जोय्ति राम,Joyti Ram
प्रेम बाला,Prem Bala
मो. अजीज,Mo. Aziz
अब्दुल हमीद,Abdul Hamid
गगनजीत कौर,Gaganjeet Kaur
मंजय कुमार गुप्ता,Manjay Kumar Gupta
राम दयाल शर्मा,Ram Dayal Sharma
सुमीत शर्मा,Sumeet Sharma
प्रिंयका शर्मी,Priyanka Sharmi
मुनिता देवी,Munita Devi
सुरिन्द्र जीत सिंह,Surinder Jeet Singh
चिरंजी लाल,Chiranji Lal
किरणा देवी,Kirana Devi
नरिन्द्र जीत कौर,Narinder Jeet Kaur
हरसिमरण जीत सिंह,Harsimran Jeet Singh
अन्सारा देवी,Ansara Devi
जग्गु राम,Jaggu Ram
चेतई राम,Chetai Ram
धनपति,Dhanpati
औम पाल,Aum Pal
AT dee,AT dee
इन्दर वाला शर्मी,Indar Wala Sharmi
जगमोहन सिंह रावत,Jagmohan Singh Rawat
झाभरि देवी,Jhabbhari Devi
चंपा रावत,Champa Rawat
दीज्य,Deezy
लेज़र मसीह,Lejar Masih
प्रेम lect,Prem lect
फूलदेव पासवान,Phuldev Paswan
चन्दन कमार,Chandan Kumar
WSS PAR,WSS PAR
सूरज कुमार पासवान,Suraj Kumar Paswan
